time,E,T,I,N
15.09,4.308637966777969,0.3153491760673028,0.0001900000000011,1.499940101819234
15.1,4.30456786857519,0.3175063999416618,0.0001900000000012,1.4999404996296708
15.11,4.30065764581918,0.3196879134358921,0.0001900000000013,1.4999408948065287
15.12,4.296907609563997,0.3218935658831284,0.0001900000000014,1.499941287368305
15.13,4.293318057803908,0.3241231976951149,0.0001900000000015,1.499941677333417
15.14,4.28988927540083,0.3263766400949394,0.0001900000000016,1.4999420647202075
15.15,4.286621534001663,0.3286537148486744,0.0001900000000017,1.499942449546943
15.16,4.283515091945563,0.3309542339959906,0.0001900000000018,1.4999428318318155
15.17,4.280570194161225,0.3332779995798002,0.0001900000000019,1.4999432115929463
15.18,4.277787072066225,0.3356248034177111,0.000190000000002,1.499943588848386
15.19,4.2751659435926985,0.3379944273593049,0.0001900000000021,1.4999439636161154
15.2,4.272707012874171,0.3403866423665593,0.0001900000000022,1.4999443359140487
15.21,4.270410470122664,0.3428012083081582,0.0001900000000023,1.499944705760034
15.22,4.268276491516376,0.3452378738252739,0.0001900000000024,1.4999450729251926
15.23,4.266305239044295,0.3476963760769836,0.0001900000000024,1.4999454376219927
15.24,4.264496860341856,0.3501764404869183,0.0001900000000025,1.499945799892345
15.25,4.262851488517709,0.3526777804912715,0.0001900000000026,1.4999461597525428
