,E,T,N
13.15,0.833331936863726,-2.764371561676566e-12,1.4997817500999815
13.16,0.8333319507181245,-2.533239235112378e-12,1.4997831998757694
13.17,0.8333319644346758,-2.264812188399635e-12,1.4997846400175425
13.18,0.8333319780148185,-1.9564999712580857e-12,1.4997860705900312
13.19,0.8333319914599819,-1.6056171943236263e-12,1.4997874916575906
13.200000000000001,0.8333320047715859,-1.209382057911461e-12,1.4997889032842047
13.21,0.8333320179510414,-7.649148807794788e-13,1.4997903055334918
13.22,0.833332030999751,-2.692366288910647e-13,1.4997916984687085
13.23,0.8333320439191085,2.807325558215057e-13,1.4997930821527545
13.24,0.8333320567104998,8.881748266939288e-13,1.499794456648176
13.25,0.8333320693753028,1.556376103566752e-12,1.4997958220171714
13.26,0.8333320819148878,2.2887275440221724e-12,1.4997971783215953
13.27,0.8333320943306178,3.0887270146208836e-12,1.4997985256229627
13.280000000000001,0.8333321066238488,3.959980562139065e-12,1.4997998639824535
13.290000000000001,0.8333321187959297,4.906203884804597e-12,1.4998011934609177
13.3,0.8333321308482031,5.931223803534809e-12,1.4998025141188787
13.31,0.8333321427820053,7.0389797331727195e-12,1.4998038260165387
13.32,0.8333321545986664,8.233525153724004e-12,1.4998051292137824
13.33,0.8333321662995111,9.519029081593845e-12,1.4998064237701825
13.34,0.8333321778858582,1.089977754082376e-11,1.4998077097450027
13.35,0.8333321893590216,1.238017503432843e-11,1.4998089871972033
13.36,0.8333322007203102,1.3964746015132532e-11,1.4998102561854458
13.370000000000001,0.8333322119710281,1.565813635760791e-11,1.499811516768096
13.38,0.833332223112475,1.746511482870914e-11,1.49981276900323
13.39,0.8333322341459466,1.939057455921222e-11,1.4998140129486373
13.4,0.8333322450727345,2.1439534514950177e-11,1.4998152486618266
13.41,0.833332255871224,2.2348395691270337e-11,1.4998164759340475
13.42,0.8333322665588186,2.30153752742254e-11,1.4998176950094568
13.43,0.8333322771401601,2.3631996832691686e-11,1.4998189059837632
13.44,0.8333322876163253,2.4192618752339775e-11,1.4998201089110506
13.450000000000001,0.8333322979883823,2.4691374793388843e-11,1.499821303845068
13.46,0.8333323082573902,2.512217057436239e-11,1.4998224908392346
13.47,0.8333323184243997,2.5478680055844985e-11,1.499823669946641
13.48,0.8333323284904527,2.575434202423766e-11,1.4998248412200548
13.49,0.8333323384565829,2.5942356575514265e-11,1.4998260047119227
13.5,0.8333323483238162,2.6035681598977414e-11,1.4998271604743743
13.51,0.8333323580931701,2.602702926101452e-11,1.4998283085592252
13.52,0.8333323677656543,2.590886248885388e-11,1.4998294490179809
13.530000000000001,0.8333323773422713,2.5673391454320615e-11,1.49983058190184
13.540000000000001,0.8333323868240159,2.5312570057592888e-11,1.4998317072616978
13.55,0.8333323962118757,2.481809241095778e-11,1.499832825148149
13.56,0.8333324055068312,2.418138932256734e-11,1.4998339356114916
13.57,0.8333324147098561,2.3393624780194726e-11,1.499835038701731
13.58,0.8333324238219172,2.2445692434990146e-11,1.499836134468582
13.59,0.833332432843975,2.1328212085236937e-11,1.4998372229614734
13.6,0.8333324417769834,2.0031526160107615e-11,1.4998383042295504
13.61,0.8333324506218903,1.8545696203419875e-11,1.4998393783216795
13.620000000000001,0.8333324593796375,1.6860499357392338e-11,1.4998404452864502
13.63,0.8333324680511608,1.4965424846401843e-11,1.4998415051721792
13.64,0.8333324766373906,1.2849670460737633e-11,1.499842558026914
13.65,0.8333324851392517,1.050213904035861e-11,1.4998436038984362
13.66,0.8333324935576636,7.91143495864907e-12,1.4998446428342647
13.67,0.8333325018935407,5.065860606174719e-12,1.4998456748816589
13.68,0.8333325101477922,1.953412874438742e-12,1.499846700087623
13.69,0.8333325183213229,-1.4382203603621421e-12,1.4998477184989085
13.700000000000001,0.8333325264150329,-5.121663753582377e-12,1.499848730162018
13.71,0.8333325344298176,-9.109858008368819e-12,1.4998497351232085
13.72,0.8333325423665683,-1.3416063391908645e-11,1.499850733428495
13.73,0.8333325502261724,-1.8053863251670728e-11,1.4998517251236538
13.74,0.8333325580095132,-2.3037167531650242e-11,1.4998527102542256
13.75,0.8333325657112183,-2.684087238140964e-11,1.4998536887768896
13.76,0.8333325733283458,-2.8539492006172464e-11,1.499854660682601
13.77,0.8333325808699094,-3.0152393400553034e-11,1.499855626131625
13.780000000000001,0.8333325883366636,-3.1666509174186646e-11,1.4998565851669643
13.790000000000001,0.8333325957293563,-3.306820243968332e-11,1.4998575378313517
13.8,0.8333326030487284,-3.434325751449178e-11,1.499858484167251
13.81,0.8333326102955148,-3.547687062276034e-11,1.4998594242168612
13.82,0.8333326174704436,-3.645364059720006e-11,1.4998603580221184
13.83,0.8333326245742372,-3.7257559580946576e-11,1.4998612856246976
13.84,0.8333326316076114,-3.78720037294228e-11,1.4998622070660173
13.85,0.8333326385712762,-3.827972391220109e-11,1.4998631223872405
13.86,0.8333326454659356,-3.846283641486569e-11,1.4998640316292788
13.870000000000001,0.8333326522922883,-3.840281364087487e-11,1.499864934832794
13.88,0.8333326590510267,-3.8080474813423644e-11,1.4998658320382001
13.89,0.8333326657428385,-3.747597667730571e-11,1.4998667232856686
13.9,0.8333326723684052,-3.6568804200776074e-11,1.4998676086151284
13.91,0.833332678928404,-3.533776127741324e-11,1.4998684880662698
13.92,0.833332685423506,-3.3760961427981595e-11,1.4998693616785475
13.93,0.8333326918543781,-3.18158185022938e-11,1.499870229491182
13.94,0.8333326982216819,-2.9479037381073026e-11,1.4998710915431637
13.950000000000001,0.8333327045260742,-2.6726604677814928e-11,1.499871947873254
13.96,0.8333327107682077,-2.3533779440651803e-11,1.49987279851999
13.97,0.83333271694873,-1.9875083854212253e-11,1.499873643521685
13.98,0.8333327230682848,-1.5724293941485175e-11,1.499874482916433
13.99,0.8333327291275111,-1.1054430265681793e-11,1.49987531674211
14.0,0.8333327351270442,-5.837748632097983e-12,1.4998761450363778
14.01,0.8333327410675152,-4.5730789976555023e-14,1.4998769678366852
14.02,0.8333327469495512,6.350924865630358e-12,1.499877785180273
14.030000000000001,0.8333327527737759,1.3382312592000253e-11,1.499878597104174
14.040000000000001,0.8333327585408091,2.1079328596872824e-11,1.4998794036452172
14.05,0.8333327642512672,2.9473680336595134e-11,1.4998802048400308
14.06,0.8333327699057631,3.8597895814254346e-11,1.4998810007250438
14.07,0.8333327755049067,4.84853328778166e-11,1.4998817913364895
14.08,0.8333327810493045,5.917018851826466e-11,1.4998825767104071
14.09,0.8333327865395601,7.068750816773558e-11,1.499883356882646
14.1,0.8333327919684159,7.425519909189825e-11,1.4998841317476648
14.11,0.8333327973431542,7.741072184168873e-11,1.4998849014610476
14.120000000000001,0.833332802664509,8.034724395419066e-11,1.4998856660605775
14.13,0.8333328079330125,8.303503713722151e-11,1.4998864255802744
14.14,0.833332813149192,8.544308757669166e-11,1.499887180053946
14.15,0.8333328183135713,8.75390748910219e-11,1.4998879295151895
14.16,0.8333328234266697,8.928935108556315e-11,1.499888673997395
14.17,0.8333328284890023,9.065891950701646e-11,1.4998894135337462
14.18,0.8333328335010804,9.161141379785211e-11,1.4998901481572235
14.19,0.8333328384634119,9.210907685072937e-11,1.4998908779006064
14.200000000000001,0.8333328433765002,9.211273976291583e-11,1.4998916027964748
14.21,0.8333328482408454,9.158180079070703e-11,1.4998923228772116
14.22,0.8333328530569443,9.047420430384595e-11,1.499893038175005
14.23,0.8333328578252899,8.874641973994259e-11,1.4998937487218513
14.24,0.833332862546372,8.635342055889342e-11,1.4998944545495554
14.25,0.833332867220677,8.324866319730063e-11,1.4998951556897344
14.26,0.8333328718486883,7.938406602289227e-11,1.4998958521738195
14.27,0.8333328764308864,7.470998828894102e-11,1.4998965440330583
14.280000000000001,0.8333328809677483,6.917520908868326e-11,1.499897231298516
14.290000000000001,0.8333328854597485,6.272690630974224e-11,1.4998979140010789
14.3,0.8333328899073589,5.531063558854195e-11,1.499898592171456
14.31,0.8333328943110482,4.6870309264730424e-11,1.499899265840181
14.32,0.833332898671283,3.7348175335598e-11,1.4998999350376152
14.33,0.8333329029885272,2.6684796410497356e-11,1.4999005997939485
14.34,0.8333329072632425,1.481902866526253e-11,1.4999012601392028
14.35,0.8333329114958881,1.6880007966287533e-12,1.4999019161032334
14.36,0.8333329156869209,-1.2772907023348158e-11,1.4999025677157312
14.370000000000001,0.833332919836796,-2.8630084192875208e-11,1.499903215006226
14.38,0.8333329239459666,-4.5951710725991297e-11,1.4999038580040867
14.39,0.8333329280148836,-6.480777829816433e-11,1.4999044967385256
14.4,0.8333329320439963,-8.527011129186105e-11,1.499905131238599
14.41,0.8333329360337524,-1.0741238784212993e-10,1.4999057615332099
14.42,0.8333329399845978,-1.3131016088218184e-10,1.499906387651111
14.43,0.8333329438969771,-1.5704087918897045e-10,1.4999070096209053
14.44,0.8333329477670897,-1.7405235572779474e-10,1.4999076274096503
14.450000000000001,0.8333329515951379,-1.818257386342991e-10,1.4999082410421924
14.46,0.8333329553850204,-1.8910873286422155e-10,1.4999088505967402
14.47,0.833332959137116,-1.9583397623554723e-10,1.499909456100442
14.48,0.8333329628518001,-2.0193119424936595e-10,1.4999100575802804
14.49,0.8333329665294456,-2.0732715233614517e-10,1.499910655063073
14.5,0.8333329701704217,-2.1194560810200261e-10,1.4999112485754744
14.51,0.833332973775096,-2.1570726357497614e-10,1.4999118381439793
14.52,0.8333329773438323,-2.1852971745129602e-10,1.4999124237949224
14.530000000000001,0.8333329808769926,-2.203274173416574e-10,1.4999130055544811
14.540000000000001,0.8333329843749357,-2.2101161201748967e-10,1.4999135834486776
14.55,0.8333329878380186,-2.2049030365723031e-10,1.4999141575033803
14.56,0.8333329912665951,-2.186682000925956e-10,1.4999147277443052
14.57,0.8333329946610172,-2.1544666705485193e-10,1.4999152941970186
14.58,0.8333329980216343,-2.1072368042108718e-10,1.499915856886938
14.59,0.8333330013487937,-2.0439377846048302e-10,1.4999164158393348
14.6,0.8333330046428408,-1.9634801408058595e-10,1.499916971079335
14.61,0.8333330079041185,-1.8647390707357905e-10,1.499917522631922
14.620000000000001,0.8333330111329679,-1.7465539636255078e-10,1.4999180705219375
14.63,0.8333330143297281,-1.6077279224777623e-10,1.4999186147740842
14.64,0.8333330174947364,-1.4470272865297534e-10,1.499919155412927
14.65,0.8333330206283283,-1.263181153715925e-10,1.4999196924628948
14.66,0.8333330237308375,-1.0548809031306675e-10,1.4999202259482827
14.67,0.8333330268025961,-8.207797174910287e-11,1.499920755893253
14.68,0.8333330298439346,-5.594921055994285e-11,1.499921282321838
14.69,0.8333330328551821,-2.6959342480637765e-11,1.4999218052579408
14.700000000000001,0.8333330358366658,5.03805965268641e-12,1.4999223247253382
14.71,0.8333330387887122,4.019343365653486e-11,1.499922840747681
14.72,0.8333330417116459,7.866127575380551e-11,1.4999233533484975
14.73,0.8333330446057906,1.206001883274958e-10,1.499923862551194
14.74,0.8333330474714686,1.6617292767443633e-10,1.4999243683790568
14.75,0.8333330503090013,2.155464517590195e-10,1.4999248708552548
14.76,0.833333053118709,2.6889196796692776e-10,1.4999253700028405
14.77,0.833333055900911,3.2638498085886206e-10,1.4999258658447516
14.780000000000001,0.8333330586552451,3.8387036837814044e-10,1.499926358389011
14.790000000000001,0.8333330613753831,3.991978060123626e-10,1.4999268475137753
14.8,0.8333330640681987,4.1432346454943426e-10,1.4999273333842715
14.81,0.8333330667339712,4.2920472214617527e-10,1.4999278160221932
14.82,0.8333330693729779,4.437973627064653e-10,1.4999282954491064
14.83,0.8333330719854951,4.5805555433937e-10,1.4999287716864536
14.84,0.8333330745717974,4.719318278172663e-10,1.4999292447555528
14.85,0.8333330771321579,4.853770550339674e-10,1.499929714677601
14.86,0.8333330796668483,4.983404274628489e-10,1.499930181473675
14.870000000000001,0.8333330821761396,5.107694346149772e-10,1.4999306451647327
14.88,0.8333330846603008,5.226098424972235e-10,1.499931105771615
14.89,0.8333330871196002,5.338056720704068e-10,1.499931563315047
14.9,0.833333089554305,5.442991777074072e-10,1.4999320178156406
14.91,0.833333091964681,5.54030825651295e-10,1.4999324692938945
14.92,0.8333330943509935,5.629392724734551e-10,1.4999329177701968
14.93,0.8333330967135064,5.709613435317152e-10,1.4999333632648264
14.94,0.8333330990524831,5.780320114284684e-10,1.499933805797954
14.950000000000001,0.8333331013681861,5.840843744688011e-10,1.499934245389645
14.96,0.8333331036608769,5.890496351186143e-10,1.4999346820598591
14.97,0.8333331059308166,5.928570784627558e-10,1.4999351158284533
14.98,0.8333331081782656,5.954340506631408e-10,1.4999355467151831
14.99,0.8333331104034836,5.967059374168787e-10,1.4999359747397043
15.0,0.8333331126067298,5.965961424143991e-10,1.4999363999215736
15.01,0.8333331147882632,5.950260657975768e-10,1.499936822280251
15.02,0.833333116948342,5.919150826178573e-10,1.4999372418351016
15.030000000000001,0.8333331190872245,5.871805212943821e-10,1.499937658605396
15.040000000000001,0.8333331212051683,5.80737642072117e-10,1.4999380726103133
15.05,0.833333123302431,5.724996154799733e-10,1.4999384838689414
15.06,0.8333331253792701,5.623775007889356e-10,1.499938892400279
15.07,0.8333331274359427,5.502802244701877e-10,1.4999392982232376
15.08,0.8333331294727062,5.361145586532375e-10,1.4999397013566422
15.09,0.8333331314898178,5.197850995840423e-10,1.499940101819234
15.1,0.8333331334875348,5.011942460831349e-10,1.4999404996296708
15.11,0.8333331354661148,4.802421780037491e-10,1.4999408948065287
15.120000000000001,0.8333331374258153,4.568268346899403e-10,1.499941287368305
15.13,0.8333331393668941,4.308438934347288e-10,1.4999416773334173
15.14,0.8333331412896097,4.021867479381999e-10,1.4999420647202077
15.15,0.8333331431942205,3.70746486765646e-10,1.499942449546943
15.16,0.8333331450809854,3.3641187180568785e-10,1.4999428318318155
15.17,0.833333146950164,2.9906931672840054e-10,1.4999432115929463
15.18,0.8333331488020163,2.5860286544343835e-10,1.4999435888483859
15.19,0.8333331506368028,2.148941705581612e-10,1.4999439636161154
15.200000000000001,0.8333331524547849,1.678224718357507e-10,1.4999443359140487
15.21,0.8333331542562246,1.1726457465337017e-10,1.4999447057600341
15.22,0.8333331560256155,9.607473958306099e-11,1.4999450729251926
15.23,0.8333331577756715,7.808618745889624e-11,1.4999454376219927
15.24,0.8333331595082074,5.992588689363536e-11,1.4999457998923453
15.25,0.833333161223405,4.163554532792286e-11,1.4999461597525428
15.26,0.8333331629214449,2.325882097629726e-11,1.4999465172187856
15.27,0.8333331646025068,4.841351610373075e-12,1.499946872307184
15.280000000000001,0.8333331662667695,-1.3569216657978154e-11,1.4999472250337593
15.290000000000001,0.83333316791441,-3.192320059343184e-11,1.4999475754144438
15.3,0.8333331695456052,-5.016885105404482e-11,1.4999479234650837
15.31,0.8333331711605305,-6.82523242080593e-11,1.4999482692014383
15.32,0.8333331727593606,-8.611765275072274e-11,1.4999486126391834
15.33,0.8333331743422691,-1.0370671712110388e-10,1.4999489537939106
15.34,0.833333175909429,-1.2095921671890836e-10,1.4999492926811295
15.35,0.8333331774610122,-1.378126411212962e-10,1.4999496293162684
15.36,0.8333331789971903,-1.5420224129969688e-10,1.499949963714676
15.370000000000001,0.8333331805181333,-1.7006100083662892e-10,1.4999502958916222
15.38,0.8333331820240115,-1.8531960714250593e-10,1.4999506258622985
15.39,0.8333331835149936,-1.9990642267246767e-10,1.4999509536418214
15.4,0.8333331849912483,-2.1374745614318669e-10,1.4999512792452312
15.41,0.8333331864529434,-2.2676633374968662e-10,1.4999516026874942
15.42,0.8333331879002461,-2.388842703821593e-10,1.499951923983504
15.43,0.8333331893333231,-2.5002004084277995e-10,1.4999522431480827
15.44,0.8333331907523407,-2.600899510625242e-10,1.4999525601959816
15.450000000000001,0.8333331921574645,-2.690078093179855e-10,1.4999528751418825
15.46,0.8333331935488599,-2.766848974481855e-10,1.4999531880003996
15.47,0.8333331949266918,-2.830299420713997e-10,1.4999534987860796
15.48,0.8333331962911246,-2.879490858019671e-10,1.4999538075134036
15.49,0.8333331976423225,-2.913458584671084e-10,1.499954114196788
15.5,0.8333331989804494,-2.9312114832374203e-10,1.4999544188505856
15.51,0.833333200305669,-2.931731732753006e-10,1.4999547214890872
15.52,0.8333332016181446,-2.9139745208854705e-10,1.4999550221265219
15.530000000000001,0.8333332029180393,-2.8768677561039004e-10,1.49995532077706
15.540000000000001,0.8333332042055162,-2.8193117798470344e-10,1.4999556174548117
15.55,0.8333332054807381,-2.7401790786913843e-10,1.4999559121738304
15.56,0.8333332067438679,-2.638313996519423e-10,1.4999562049481128
15.57,0.8333332079950683,-2.5125324466877384e-10,1.499956495791601
15.58,0.833333209234502,-2.3616216241952004e-10,1.4999567847181818
15.59,0.8333332104623317,-2.184339717851121e-10,1.4999570717416904
15.6,0.8333332116787202,-1.979415622443418e-10,1.4999573568759093
15.610000000000001,0.8333332128838303,-1.7455486509067336e-10,1.4999576401345711
15.620000000000001,0.8333332140778251,-1.481408246490767e-10,1.4999579215313588
15.63,0.8333332152608676,-1.1856336949281914e-10,1.4999582010799073
15.64,0.8333332164331211,-8.568338366029739e-11,1.4999584787938043
15.65,0.8333332175877264,-7.374027346824157e-11,1.4999587545075221
15.66,0.8333332187282487,-7.077985509609514e-11,1.4999590283212882
15.67,0.8333332198574791,-6.753339502633473e-11,1.49995930031554
15.68,0.8333332209755346,-6.401316449558644e-11,1.499959570502486
15.69,0.8333332220825317,-6.023246782651107e-11,1.499959838894262
15.700000000000001,0.8333332231785857,-5.620566102995291e-11,1.499960105502933
15.71,0.8333332242638114,-5.194817040709158e-11,1.4999603703404933
15.72,0.8333332253383228,-4.747651115158689e-11,1.499960633418867
15.73,0.8333332264022327,-4.2808305951731785e-11,1.4999608947499108
15.74,0.8333332274556537,-3.796230359260016e-11,1.4999611543454119
15.75,0.8333332284986975,-3.29583975581969e-11,1.499961412217091
15.76,0.8333332295314749,-2.781764463360611e-11,1.4999616683766026
15.77,0.8333332305540961,-2.256228350714182e-11,1.4999619228355354
15.780000000000001,0.8333332315666708,-1.7215753372495247e-11,1.4999621756054138
15.790000000000001,0.8333332325693078,-1.1802712530888326e-11,1.4999624266976976
15.8,0.8333332335621154,-6.349056993217501e-12,1.4999626761237848
15.81,0.8333332345452015,-8.819390822065397e-13,1.49996292389501
15.82,0.8333332355186729,4.570213965444851e-12,1.499963170022647
15.83,0.8333332364826364,9.977681396911999e-12,1.499963414517909
15.84,0.8333332374371979,1.5309430341095736e-11,1.4999636573919497
15.85,0.8333332383824629,2.0533097206473037e-11,1.4999638986558634
15.860000000000001,0.8333332393185364,2.561496907894873e-11,1.4999641383206868
15.870000000000001,0.8333332402455229,3.051996511970251e-11,1.4999643763973993
15.88,0.8333332411635265,3.5211617963045115e-11,1.4999646128969235
15.89,0.8333332420726508,3.965205511426527e-11,1.4999648478301273
15.9,0.833333242972999,4.3801980347481365e-11,1.4999650812078227
15.91,0.833333243864674,4.7620655103492104e-11,1.4999653130407689
15.92,0.8333332447477781,5.106587988762716e-11,1.4999655433396712
15.93,0.8333332456224136,5.40939756675979e-11,1.4999657721151833
15.94,0.8333332464886821,5.665976527134811e-11,1.4999659993779069
15.950000000000001,0.8333332473466851,5.87165547849048e-11,1.4999662251383932
15.96,0.8333332481965238,6.021611495022777e-11,1.499966449407144
15.97,0.833333249038299,6.110866256306231e-11,1.499966672194612
15.98,0.8333332498721115,6.134284187078838e-11,1.4999668935112016
15.99,0.8333332506980616,6.086570597027176e-11,1.49996711336727
16.0,0.8333332515162498,5.962269820571461e-11,1.499967331773128
16.01,0.8333332523267759,5.755763356650583e-11,1.4999675487390405
16.02,0.8333332531297398,5.461268008507387e-11,1.499967764275228
16.03,0.8333332539252414,5.072834023473223e-11,1.499967978391867
16.04,0.8333332547133803,4.584343232753847e-11,1.4999681910990905
16.05,0.8333332554942559,3.989507191213376e-11,1.4999684024069893
16.06,0.8333332562679677,3.281865317160751e-11,1.499968612325613
16.07,0.8333332570346154,2.4547830321331075e-11,1.4999688208649702
16.080000000000002,0.8333332577913398,2.210844188353752e-11,1.4999690279525095
16.09,0.8333332585381288,2.569885465620398e-11,1.499969233595041
16.1,0.8333332592775837,2.9247097490837654e-11,1.499969437872254
16.11,0.8333332600097768,3.274457391369441e-11,1.4999696407932481
16.12,0.8333332607347799,3.6182530966889284e-11,1.499969842367067
16.13,0.8333332614526638,3.9552059464002714e-11,1.4999700426026985
16.14,0.8333332621634992,4.284409424570577e-11,1.4999702415090759
16.15,0.8333332628673558,4.6049414435365916e-11,1.4999704390950779
16.16,0.8333332635643029,4.9158643694672385e-11,1.4999706353695303
16.17,0.8333332642544091,5.216225047924313e-11,1.4999708303412054
16.18,0.8333332649377425,5.5050548294244506e-11,1.499971024018823
16.19,0.8333332656143706,5.781369595000938e-11,1.499971216411052
16.2,0.8333332662843603,6.044169781764576e-11,1.4999714075265087
16.21,0.8333332669477783,6.292440408466034e-11,1.4999715973737602
16.22,0.8333332676046903,6.525151101056636e-11,1.499971785961323
16.23,0.8333332682551619,6.741256118250635e-11,1.4999719732976649
16.240000000000002,0.8333332688992579,6.93969437708618e-11,1.4999721593912037
16.25,0.8333332695370428,7.119389478487151e-11,1.4999723442503101
16.26,0.8333332701685807,7.279249732824865e-11,1.4999725278833076
16.27,0.833333270793935,7.418168185479218e-11,1.4999727102984717
16.28,0.833333271413169,7.535022642400683e-11,1.4999728915040322
16.29,0.8333332720263453,7.628675695671492e-11,1.4999730715081736
16.3,0.8333332726335263,7.697974749067504e-11,1.4999732503190346
16.31,0.8333332732347737,7.741752043619506e-11,1.49997342794471
16.32,0.8333332738301491,7.758824683174967e-11,1.4999736043932501
16.330000000000002,0.8333332744197137,7.74799465995946e-11,1.499973779672663
16.34,0.8333332750035282,7.70804888013831e-11,1.4999739537909134
16.35,0.833333275581653,7.637759189378066e-11,1.4999741267559237
16.36,0.8333332761541483,7.535882398408187e-11,1.4999742985755755
16.37,0.8333332767210738,7.401160308582388e-11,1.4999744692577097
16.38,0.8333332772824892,7.232319737440494e-11,1.4999746388101263
16.39,0.8333332778384535,7.028072544269625e-11,1.4999748072405863
16.4,0.8333332783890255,6.787115655666205e-11,1.4999749745568114
16.41,0.8333332789342641,6.508131091096966e-11,1.499975140766485
16.42,0.8333332794742276,6.189785988461052e-11,1.499975305877253
16.43,0.8333332800089743,5.830732629651395e-11,1.4999754698967238
16.44,0.8333332805385619,5.4296084661158184e-11,1.4999756328324694
16.45,0.8333332810630484,4.9850361444195274e-11,1.4999757946920256
16.46,0.8333332815824911,4.4956235318055234e-11,1.4999759554828933
16.47,0.8333332820969473,3.959963741757428e-11,1.4999761152125384
16.48,0.8333332826064745,3.376635159559642e-11,1.499976273888393
16.490000000000002,0.8333332831111295,2.7442014678602005e-11,1.499976431517855
16.5,0.8333332836109693,2.0612116722318326e-11,1.4999765881082903
16.51,0.8333332841053603,1.486812979322381e-11,1.4999767436372438
16.52,0.8333332845935751,1.2019952624287783e-11,1.4999768980781756
16.53,0.8333332850769389,9.10037588153584e-12,1.4999770514931097
16.54,0.8333332855554982,6.1172009104534146e-12,1.4999772038888617
16.55,0.8333332860292993,3.078676657232936e-12,1.4999773552722058
16.56,0.8333332864983882,-6.493390193667461e-15,1.4999775056498763
16.57,0.8333332869628104,-3.12914426114016e-12,1.4999776550285673
16.580000000000002,0.8333332874226113,-6.279642561134724e-12,1.4999778034149336
16.59,0.8333332878778359,-9.447879530899394e-12,1.499977950815591
16.6,0.8333332883285289,-1.262326410532983e-11,1.499978097237117
16.61,0.8333332887747349,-1.5794715972463855e-11,1.4999782426860515
16.62,0.833333289216498,-1.89506586324667e-11,1.499978387168896
16.63,0.8333332896538621,-2.2079012456598184e-11,1.499978530692116
16.64,0.8333332900868712,-2.516718774619832e-11,1.4999786732621398
16.65,0.8333332905155685,-2.8202077791654505e-11,1.4999788148853603
16.66,0.8333332909399974,-3.117005193138663e-11,1.4999789555681342
16.67,0.8333332913602011,-3.4056948610816026e-11,1.4999790953167838
16.68,0.8333332917762222,-3.6848068441344765e-11,1.4999792341375964
16.69,0.8333332921881035,-3.952816725933518e-11,1.4999793720368253
16.7,0.8333332925958875,-4.208144918507912e-11,1.4999795090206907
16.71,0.8333332929996166,-4.4491559681781985e-11,1.499979645095379
16.72,0.8333332933993328,-4.674157861453185e-11,1.4999797802670445
16.73,0.8333332937950784,-4.8814013309282424e-11,1.499979914541809
16.740000000000002,0.8333332941868951,-5.069079161182381e-11,1.4999800479257628
16.75,0.8333332945748246,-5.2353254946761464e-11,1.4999801804249653
16.76,0.8333332949589087,-5.3782151376494023e-11,1.499980312045445
16.77,0.833333295339189,-5.495762866018562e-11,1.4999804427932
16.78,0.8333332957157068,-5.5859227312746296e-11,1.4999805726741988
16.79,0.8333332960885036,-5.646587366380505e-11,1.4999807016943811
16.8,0.8333332964576207,-5.675587291668858e-11,1.4999808298596573
16.81,0.8333332968230991,-5.6706902207396e-11,1.49998095717591
16.82,0.8333332971849803,-5.6296003663575934e-11,1.4999810836489935
16.830000000000002,0.8333332975433051,-5.5499577463502634e-11,1.4999812092847356
16.84,0.8333332978981149,-5.4293374895052905e-11,1.4999813340889363
16.85,0.8333332982494507,-5.265249141468048e-11,1.4999814580673703
16.86,0.8333332985973535,-5.055135970639577e-11,1.4999815812257855
16.87,0.8333332989418644,-4.796374274073747e-11,1.4999817035699055
16.88,0.8333332992830245,-4.486272683375487e-11,1.499981825105428
16.89,0.8333332996208749,-4.12207147059768e-11,1.4999819458380272
16.9,0.8333332999554567,-3.700941854139683e-11,1.4999820657733527
16.91,0.8333333002868111,-3.219985304643914e-11,1.4999821849170312
16.92,0.8333333006149792,-2.6762328508944882e-11,1.4999823032746664
16.93,0.8333333009400025,-2.0666443857144933e-11,1.499982420851839
16.94,0.8333333012616482,-1.494712537529598e-11,1.4999825376430866
16.95,0.8333333015786041,-1.4837330311825123e-11,1.4999826535995107
16.96,0.8333333018923572,-1.468249133144666e-11,1.499982768784757
16.97,0.8333333022029403,-1.4483342939998366e-11,1.4999828832039697
16.98,0.8333333025103863,-1.4240758023289056e-11,1.4999829968622638
16.990000000000002,0.8333333028147276,-1.3955750896735324e-11,1.4999831097647256
17.0,0.8333333031159971,-1.3629480354997587e-11,1.499983221916413
17.01,0.8333333034142268,-1.3263252721615792e-11,1.4999833333223558
17.02,0.8333333037094496,-1.2858524898646535e-11,1.4999834439875561
17.03,0.8333333040016974,-1.2416907416298223e-11,1.4999835539169892
17.04,0.8333333042910026,-1.1940167482568373e-11,1.499983663115603
17.05,0.8333333045773973,-1.1430232032878598e-11,1.4999837715883189
17.06,0.8333333048609137,-1.0889190779712139e-11,1.4999838793400326
17.07,0.833333305141584,-1.0319299262248642e-11,1.499983986375614
17.080000000000002,0.83333330541944,-9.72298189600164e-12,1.4999840926999073
17.09,0.8333333056945138,-9.102835022454245e-12,1.4999841983177322
17.1,0.8333333059668374,-8.461629958694639e-12,1.4999843032338835
17.11,0.833333306236443,-7.802316047053811e-12,1.4999844074531319
17.12,0.8333333065033621,-7.128023704739984e-12,1.4999845109802241
17.13,0.8333333067676272,-6.442067473476643e-12,1.4999846138198838
17.14,0.8333333070292699,-5.747949069136835e-12,1.4999847159768112
17.150000000000002,0.8333333072883224,-5.04936043138107e-12,1.499984817455684
17.16,0.8333333075448168,-4.3501867732927875e-12,1.4999849182611578
17.17,0.833333307798785,-3.654509631013817e-12,1.4999850183978658
17.18,0.8333333080502591,-2.966609913382291e-12,1.4999851178704202
17.19,0.8333333082992714,-2.2909709515669006e-12,1.4999852166834118
17.2,0.8333333085458541,-1.6322815487050145e-12,1.4999853148414104
17.21,0.8333333087900393,-9.95439029536987e-13,1.499985412348966
17.22,0.8333333090318596,-3.855522900442107e-13,1.499985509210608
17.23,0.8333333092713473,1.9205515291648124e-13,1.4999856054308467
17.240000000000002,0.833333309508535,7.318421119750761e-13,1.4999857010141726
