,E,T
11.620000000000001,3.8907330229751853,0.5684313423037872
11.63,3.9008431407373,0.5740477269684618
11.64,3.9111843264718527,0.5796638769093785
11.65,3.921755863371531,0.585277567590667
11.66,3.932556990012126,0.5908865267176988
11.67,3.9435868994902568,0.5964884352448715
11.68,3.954844738550965,0.6020809284731893
11.69,3.966329606089433,0.6076615968242801
11.700000000000001,3.9780405527799196,0.6132279874761504
11.71,3.9899765804171103,0.6187776059080593
11.72,4.002136640817866,0.6243079172541208
11.73,4.014519634944073,0.6298163479137118
11.74,4.0271244120275815,0.6353002872730656
11.75,4.03994976869746,0.6407570895395027
11.76,4.052994448212375,0.6461840743793064
11.77,4.0662571395675835,0.6515785293100678
11.78,4.079736476535216,0.6569377131027992
11.790000000000001,4.093431036871102,0.6622588572165751
11.8,4.107339341465868,0.6675391681118419
11.81,4.121459853500503,0.6727758296777774
11.82,4.135790977606636,0.6779660057753603
11.83,4.150331058722814,0.6831068413648979
11.84,4.16507838106174,0.6881954642773686
11.85,4.180031167937342,0.6932289913462548
11.86,4.1951875805963015,0.6982045296935957
11.870000000000001,4.210545717358306,0.7031191796427448
11.88,4.2261036127636284,0.707970037762802
11.89,4.2418592367224015,0.7127542000170438
11.9,4.257810493683407,0.717468763661841
11.91,4.273955221824582,0.7221108277352764
11.92,4.290291192138563,0.7266775017432474
11.93,4.306816107618475,0.7311659069842067
11.94,4.323527602421996,0.7355731797633822
11.950000000000001,4.340423241035191,0.7398964748694707
11.96,4.357500517438609,0.7441329691275091
11.97,4.3747568542943815,0.7482798641076364
11.98,4.39218960220618,0.7523343854363441
11.99,4.4097960387679045,0.7562937926991986
12.0,4.427573367778722,0.7601553813478208
12.01,4.4455187184378895,0.7639164857958752
12.02,4.46362914453258,0.7675744830549717
12.030000000000001,4.481901623629032,0.7711267964033296
12.040000000000001,4.500333056338033,0.774570898638395
12.05,4.518920266272628,0.7779043110249532
12.06,4.5376599984049815,0.7811246123598296
12.07,4.556548918395393,0.7842294419670834
12.08,4.575583611993874,0.7872165022797762
12.09,4.594760584308663,0.7900835622997657
12.1,4.614076259084513,0.7928284610348865
12.11,4.6335269780317025,0.7954491107841059
12.120000000000001,4.6531090013720675,0.7979434966741196
12.13,4.6728185061267515,0.8003096831512208
12.14,4.692651585215202,0.802545817968384
12.15,4.712604247248651,0.8046501340237626
12.16,4.73267241596869,0.8066209522806085
12.17,4.752851929708178,0.8084566846031223
12.18,4.773138540880614,0.8101558364961311
12.19,4.793527917108256,0.8117170078498265
12.200000000000001,4.814015640117635,0.8131388962380641
12.21,4.8345972041199134,0.814420300745402
12.22,4.855268016347165,0.8155601231763655
12.23,4.876023396808309,0.8165573700956131
12.24,4.896858578088673,0.8174111547250777
12.25,4.917768705194743,0.8181206986913953
12.26,4.9387488368739705,0.8186853335584116
12.27,4.9597939461313585,0.8191045022314836
12.280000000000001,4.980898917670765,0.8193777603200235
12.290000000000001,5.002058549385085,0.8195047771598035
12.3,5.023267552637922,0.8194853367037767
12.31,5.044520552606726,0.8193193382227592
12.32,5.065812088702101,0.8190067968087468
12.33,5.087136616052385,0.818547844626326
12.34,5.108488507757075,0.8179427326169388
12.35,5.129862052224711,0.8171918271612181
12.36,5.151251455432398,0.81629561118357
12.370000000000001,5.172650842036431,0.8152546838315541
12.38,5.194054256502035,0.8140697598481293
12.39,5.215455664347565,0.8127416687195864
12.4,5.23684895396961,0.8112713547319291
12.41,5.258227939963788,0.8096598801703038
12.42,5.279586362023713,0.8079084170985464
12.43,5.300917887616899,0.8060182478619358
12.44,5.32221611417923,0.8039907638293096
12.450000000000001,5.343474571273957,0.8018274634566651
12.46,5.364686722905531,0.7995299501259493
12.47,5.385845970045392,0.7970999303757128
12.48,5.406945653760387,0.7945392170604583
12.49,5.4279790575305,0.7918497207829792
12.5,5.448939410327632,0.7890334480090045
12.51,5.469819889896774,0.7860924992485986
12.52,5.4906136261508,0.7830290662078856
12.530000000000001,5.511313704564098,0.7798454287437165
12.540000000000001,5.5319131687434036,0.7765439514643927
12.55,5.552405025759346,0.7731270806619811
12.56,5.572782249929652,0.7695973407524324
12.57,5.593037786937357,0.7659573305838885
12.58,5.613164558286348,0.7622097196138822
12.59,5.633155465531066,0.7583572450217463
12.6,5.653003393305726,0.7544027122658665
12.61,5.672701216659428,0.7503489849736189
12.620000000000001,5.6922418054869555,0.7461989826660254
12.63,5.711618029627254,0.7419556771660832
12.64,5.73082276431032,0.737622088519657
12.65,5.749848895115646,0.7332012811545356
12.66,5.768689321817435,0.7286963605672007
12.67,5.7873369671660875,0.724110467800299
12.68,5.805784781909384,0.7194467756606259
12.69,5.824025750793722,0.7147084845342604
12.700000000000001,5.842052898854334,0.7098988181184572
12.71,5.859859296358216,0.7050210199056006
12.72,5.87743806251204,0.7000783503680518
12.73,5.894782376892402,0.6950740802709937
12.74,5.911885484109857,0.690011487526174
12.75,5.928740700278508,0.6848938532107747
12.76,5.945341419709633,0.6797244575661128
12.77,5.961681119930398,0.6745065762075534
12.780000000000001,5.97775336649072,0.6692434764231264
12.790000000000001,5.99355182396161,0.6639384129980709
12.8,6.009070260769502,0.6585946246742818
12.81,6.024302555784964,0.6532153305468754
12.82,6.039242704978618,0.6478037265560957
12.83,6.053884825850452,0.6423629819810746
12.84,6.068223162792147,0.636896236095891
12.85,6.082252097364285,0.6314065951878054
12.86,6.0959661526934426,0.6258971294287743
12.870000000000001,6.109359999574432,0.6203708699729626
12.88,6.1224284624931435,0.6148308062035528
12.89,6.135166523611147,0.6092798820899543
12.9,6.147569328354138,0.6037209936421108
12.91,6.159632193157662,0.5981569877758247
12.92,6.171350609512829,0.5925906594313791
12.93,6.18272024900028,0.5870247494986287
12.94,6.193736968115424,0.5814619429100243
12.950000000000001,6.2043968119280875,0.5759048652431906
12.96,6.214696018689529,0.5703560815935913
12.97,6.224631024585001,0.5648180963325328
12.98,6.234198467048945,0.5592933509869655
12.99,6.243395188218915,0.5537842230538987
13.0,6.252218238099909,0.5482930249608118
13.01,6.2606648783483845,0.542822000844022
13.02,6.26873258430909,0.5373733270919226
13.030000000000001,6.276419046820674,0.5319491127926382
13.040000000000001,6.28372217444953,0.5265513983890672
13.05,6.2906400950359735,0.5211821553285262
13.06,6.297171156973469,0.5158432857956093
13.07,6.303313933168166,0.5105366201037801
13.08,6.309067219303149,0.5052639186036756
13.09,6.314430033344056,0.5000268724131214
13.1,6.319401616296581,0.49482710295189536
13.11,6.323981431727721,0.48966616231269017
13.120000000000001,6.328169165191207,0.48454553362965763
13.13,6.331964728097258,0.47946662926877986
13.14,6.335368251775761,0.4744307936499351
13.15,6.338380085452366,0.4694393041354745
13.16,6.341000795312546,0.46449337133141977
13.17,6.343231162115331,0.45959414001035415
13.18,6.345072179010786,0.45474268996401324
13.19,6.3465250546227825,0.4499400352563906
13.200000000000001,6.347591203580885,0.4451871272433966
13.21,6.348272243616189,0.44048485559431316
13.22,6.348569992921672,0.4358340492099838
13.23,6.3484864661790645,0.4312354775157241
13.24,6.348023871119203,0.42668985166190565
13.25,6.347184609958011,0.42219782482550716
13.26,6.34597126798602,0.41775999488687665
13.27,6.344386610110183,0.41337690563121726
13.280000000000001,6.342433576743671,0.40904904806263115
13.290000000000001,6.340115278703021,0.40477686189013734
13.3,6.337434992855463,0.4005607369723572
13.31,6.334396161292155,0.3964010145241465
13.32,6.331002379915998,0.3922979890600818
13.33,6.327257394460595,0.3882519098206256
13.34,6.323165095349813,0.38426298227284233
13.35,6.318729511978605,0.3803313696412278
13.36,6.313954807706141,0.3764571945127409
13.370000000000001,6.308845276654814,0.37264054061671675
13.38,6.303405334003469,0.36888145396551336
13.39,6.29763951138501,0.3651799444794885
13.4,6.291552451255146,0.3615359874940554
13.41,6.285148901045775,0.357949525222247
13.42,6.278433707677858,0.3544204684511266
13.43,6.27141181252339,0.3509486985232451
13.44,6.264088244331394,0.3475340678045242
13.450000000000001,6.256468114005265,0.34417640141835176
13.46,6.248556609008248,0.3408754986353957
13.47,6.240358987797321,0.3376311341935529
13.48,6.231880573917692,0.33444306008805613
13.49,6.223126750090556,0.33131100743784725
13.5,6.214102954044056,0.32823468630494296
13.51,6.204814672795478,0.32521378749571367
13.52,6.195267437521454,0.3222479837487444
13.530000000000001,6.185466818584657,0.3193369308478808
13.540000000000001,6.175418420605193,0.31648026874118734
13.55,6.165127874232115,0.3136776245929938
13.56,6.1546008342520295,0.31092861223151946
13.57,6.143842976009759,0.30823283261064166
13.58,6.1328599899317195,0.3055898754101583
13.59,6.121657577289467,0.3029993199744049
13.6,6.11024144614776,0.30046073620022207
13.61,6.098617306151885,0.2979736858037857
13.620000000000001,6.086790860344117,0.29553772454377875
13.63,6.074767808363242,0.2931524008331429
13.64,6.062553840678328,0.2908172572180094
13.65,6.0501546347847475,0.28853183124658377
13.66,6.037575851964626,0.2862956561742078
13.67,6.024823134241517,0.28410826162335784
13.68,6.011902096965715,0.2819691753544689
13.69,5.9988183272053615,0.2798779235729454
13.700000000000001,5.985577385198298,0.27783403046795746
13.71,5.972184799241181,0.27583701941963207
13.72,5.958646063217619,0.27388641354636384
13.73,5.944966634308527,0.27198173621490346
13.74,5.931151930225505,0.2701225116369159
13.75,5.917207322104942,0.2683082662742859
13.76,5.903138138717728,0.26653852812818146
13.77,5.888949663577158,0.26481282735414174
13.780000000000001,5.874647132417482,0.26313069680728324
13.790000000000001,5.860235731592727,0.26149167241543325
13.8,5.845720596631957,0.25989529352343077
13.81,5.831106808900506,0.258341103528519
13.82,5.816399392873668,0.25682865041679726
13.83,5.801603319460902,0.2553574863539963
13.84,5.786723502863238,0.2539271682811338
13.85,5.7717647995345445,0.25253725818027833
13.86,5.756732007306026,0.25118732331322224
13.870000000000001,5.741629864510214,0.2498769364514547
13.88,5.726463046687064,0.2486056763259013
13.89,5.7112361683226185,0.24737312759435348
13.9,5.695953782629595,0.24617888098632015
13.91,5.680620380387929,0.24502253352979622
13.92,5.665240389543901,0.24390368870028084
13.93,5.649818174899251,0.24282195655559574
13.94,5.634358037451141,0.24177695387125686
13.950000000000001,5.618864213166652,0.24076830428398893
13.96,5.603340874684052,0.23979563833177403
13.97,5.587792130594697,0.23885859356290515
13.98,5.572222025356096,0.23795681461663556
13.99,5.5566345393387735,0.23708995329204513
14.0,5.541033588929525,0.23625766860718606
14.01,5.525423026217051,0.2354596267175249
14.02,5.509806639493601,0.23469550104010378
14.030000000000001,5.494188153806311,0.23396497237071426
14.040000000000001,5.478571231021461,0.23326772884555994
14.05,5.4629594701585,0.23260346596053105
14.06,5.447356407763828,0.23197188658532455
14.07,5.431765518321331,0.2313727009731043
14.08,5.416190214696442,0.2308056267653885
14.09,5.400633848519801,0.23027038858272092
14.1,5.385099710731325,0.2297667182113242
14.11,5.3695910321797555,0.22929435492683045
14.120000000000001,5.354110984116279,0.22885304524098515
14.13,5.338662678756785,0.2284425428731387
14.14,5.3232491698592845,0.2280626087196233
14.15,5.307873453313517,0.22771301082160503
14.16,5.292538467739891,0.22739352433192453
14.17,5.277247096457222,0.22710393102420848
14.18,5.262002167711025,0.22684401938709017
14.19,5.246806453874985,0.22661358506391988
14.200000000000001,5.231662673023711,0.22641243049698093
14.21,5.216573489624697,0.2262403648673366
14.22,5.201541515230286,0.22609720403422356
14.23,5.186569309167075,0.22598277047444934
14.24,5.171659379220075,0.225896893222249
14.25,5.156814183940696,0.22583940738090622
14.26,5.142036133201676,0.22581015409405938
14.27,5.127327586679716,0.22580898106042846
14.280000000000001,5.112690855851888,0.2258357421225077
14.290000000000001,5.098128204737124,0.22589029718322756
14.3,5.083641850627315,0.22597251212300778
14.31,5.069233964807178,0.22608225871719995
14.32,5.054906673260743,0.2262194145542404
14.33,5.040662058910558,0.22638386263532145
14.34,5.026502162552685,0.22657549124093715
14.35,5.012428980941424,0.22679419438325793
14.36,4.998444468912391,0.22703987142257295
14.370000000000001,4.984550540125126,0.22731242696599058
14.38,4.97074906778428,0.22761177076781963
14.39,4.957041885345527,0.2279378176302289
14.4,4.9434307872047025,0.2282904873043934
14.41,4.929917530556675,0.2286697041579725
14.42,4.916503836563363,0.22907539697582802
14.43,4.903191388580537,0.22950749933778372
14.44,4.889981834069313,0.22996594926631878
14.450000000000001,4.876876785301931,0.2304506891087559
14.46,4.8638778200350385,0.23096166542242383
14.47,4.850986482166086,0.23149882885959944
14.48,4.8382042823718105,0.23206213405234738
14.49,4.825532699601788,0.23265153934358374
14.5,4.81297318232166,0.23326700655876415
14.51,4.800527146972365,0.2339085012638533
14.52,4.78819597960894,0.23457599246034663
14.530000000000001,4.775981036545967,0.23526945245139938
14.540000000000001,4.763883644961208,0.23598885671157915
14.55,4.751905103482437,0.236734183755763
14.56,4.74004668275677,0.23750541500722913
14.57,4.728309626573547,0.23830253456774017
14.58,4.716695153014023,0.23912552897913567
14.59,4.705204453322239,0.23997438736849241
14.6,4.693838693188459,0.24084910117888034
14.61,4.682599013314065,0.24174966401817402
14.620000000000001,4.6714865299304655,0.2426760715114536
14.63,4.66050233530189,0.2436283211518473
14.64,4.649647498211547,0.24460641214982345
14.65,4.638923064851622,0.24561034521839625
14.66,4.62833005985016,0.24664012233384286
14.67,4.6178694852572155,0.24769574679543907
14.68,4.607542321618766,0.24877722297070265
14.69,4.5973495284489365,0.2498845561257025
14.700000000000001,4.587292044648936,0.2510177522588831
14.71,4.577370788909748,0.25217681793283586
14.72,4.567586660098241,0.2533617601040048
14.73,4.557940537626383,0.2545725859503082
14.74,4.548433282535001,0.25580930260592627
14.75,4.539065738228466,0.2570719169350841
14.76,4.529838729083089,0.25836043556513344
14.77,4.520753061635666,0.2596748645953118
14.780000000000001,4.511809524933282,0.26101520940504325
14.790000000000001,4.5030088908510395,0.2623814744617015
14.8,4.494351914395452,0.26377366312558354
14.81,4.485839333993378,0.26519177745205097
14.82,4.477471871766325,0.26663581799080494
14.83,4.469250234189195,0.26810578358144643
14.84,4.4611751123101335,0.2696016711469501
14.85,4.45324718139282,0.2711234754852928
14.86,4.445467101488111,0.2726711890561506
14.870000000000001,4.437835517656565,0.27424480176521226
14.88,4.430353060176753,0.27584430074539085
14.89,4.423020344740051,0.2774696701348987
14.9,4.415837972631891,0.2791208908521407
14.91,4.408806530900338,0.28079794036758765
14.92,4.401926592949741,0.2825007925598928
14.93,4.3951987184548855,0.28422941743594715
14.94,4.388623453131383,0.2859837808216817
14.950000000000001,4.382201329121705,0.2877638441750493
14.96,4.375932865114267,0.289569564345133
14.97,4.369818566450324,0.2914008933281742
14.98,4.363858925218726,0.2932577780204897
14.99,4.358054420338504,0.2951401599682594
15.0,4.352405517632679,0.2970479751178075
15.01,4.346912670093631,0.2989811537850277
15.02,4.341576317761309,0.300939620212266
15.030000000000001,4.3363968876767975,0.3029232922174371
15.040000000000001,4.331374793997964,0.30493208102998065
15.05,4.326510438017924,0.3069658910306913
15.06,4.321804208172224,0.3090246194890719
15.07,4.317256480034712,0.31110815629822236
15.08,4.312867616302203,0.31321638370727145
15.09,4.308637966777969,0.31534917606730284
15.1,4.30456786857519,0.3175063999416618
15.11,4.30065764581918,0.3196879134358921
15.120000000000001,4.296907609563997,0.32189356588312845
15.13,4.293318057803908,0.32412319769511494
15.14,4.28988927540083,0.32637664009493944
15.15,4.286621534001663,0.32865371484867445
15.16,4.283515091945563,0.3309542339959906
15.17,4.280570194161225,0.33327799957980025
15.18,4.277787072066225,0.33562480341771117
15.19,4.2751659435926985,0.33799442735930496
15.200000000000001,4.272707012874171,0.34038664236655936
15.21,4.270410470122664,0.3428012083081582
15.22,4.268276491516376,0.34523787382527393
15.23,4.266305239044295,0.34769637607698367
15.24,4.264496860341856,0.3501764404869183
15.25,4.262851488517709,0.3526777804912715
15.26,4.261369241971701,0.355200097288298
15.27,4.26005022423103,0.3577430796765268
15.280000000000001,4.2588945239439235,0.3603064044331331
15.290000000000001,4.2579022144000085,0.36288973518772777
15.3,4.257073353376576,0.3654927223817409
15.31,4.25640798295437,0.3681150031580966
15.32,4.255906129292494,0.3707562011473667
15.33,4.255567802395847,0.3734159262584999
15.34,4.255392995875222,0.37609377447434084
15.35,4.255381686700155,0.3787893276521532
15.36,4.255533834982308,0.38150215347175537
15.370000000000001,4.255849383877391,0.38423180586416683
15.38,4.256328259051896,0.3869778238251009
15.39,4.256970368492775,0.3897397315576014
15.4,4.2577756022534805,0.39251703840511926
15.41,4.258743832173124,0.39530923871378354
15.42,4.259874911589857,0.3981158117035385
15.43,4.261168675048608,0.40093622134845386
15.44,4.2626249380033405,0.40376991626651365
15.450000000000001,4.264243496574581,0.40661632980648904
15.46,4.266024127397684,0.4094748804413595
15.47,4.267966587007572,0.41234497075559645
15.48,4.270070611638006,0.4152259877391615
15.49,4.272335916920781,0.41811730279801385
15.5,4.274762197566273,0.4210182717326777
15.51,4.277349127040207,0.42392823473063107
15.52,4.280096357236829,0.426846516372907
15.530000000000001,4.283003518148622,0.4297724256552988
15.540000000000001,4.286070217608228,0.43270525619724465
15.55,4.289296041058218,0.43564428653693776
15.56,4.292680550947742,0.4385887795950304
15.57,4.296223286509531,0.44153798303125025
15.58,4.299923763429043,0.4444911293766487
15.59,4.303781473504788,0.44744743616816474
15.6,4.3077958843070725,0.45040610610203635
15.610000000000001,4.311966438835353,0.4533663272065079
15.620000000000001,4.316292555174379,0.4563272730342804
15.63,4.320773626242566,0.4592881029032363
15.64,4.325409019500244,0.4622479621459658
15.65,4.330198076381785,0.46520598229738996
15.66,4.33514011206371,0.46816128140525837
15.67,4.34023441512696,0.4711129643308165
15.68,4.3454802472172895,0.47406012307135653
15.69,4.350876842706467,0.4770018371058435
15.700000000000001,4.356423408354495,0.47993717376407363
15.71,4.362119122973059,0.48286518861981725
15.72,4.367963137195573,0.48578492557369496
15.73,4.373954573139729,0.48869541730848637
15.74,4.380092523917716,0.49159568626099
15.75,4.386376053402325,0.49448474481157223
15.76,4.392804195906163,0.49736159578413014
15.77,4.399375955863716,0.5002252329718571
15.780000000000001,4.406090307516738,0.5030746416884091
15.790000000000001,4.412946194603219,0.5059087993448572
15.8,4.419942530050429,0.5087266760509924
15.81,4.4270781958048655,0.5115272342748914
15.82,4.43435204246714,0.51430942998243
15.83,4.4417628888867755,0.5170722141295141
15.84,4.449309521956769,0.5198145327608527
15.85,4.456990696335328,0.5225353277041994
15.860000000000001,4.464805134173439,0.5252335372890485
15.870000000000001,4.472751524848495,0.5279080970900082
15.88,4.480828524704302,0.530557940695087
15.89,4.489034756800551,0.5331820004721293
15.9,4.497368810855578,0.5357792066223178
15.91,4.505829242855492,0.5383484894371738
15.92,4.514414574745615,0.540888780882623
15.93,4.523123294292888,0.5433990146862608
15.94,4.531953854877294,0.5458781271866475
15.950000000000001,4.540904675292175,0.5483250582026297
15.96,4.549974139553697,0.5507387519226579
15.97,4.559160596719804,0.5531181578140805
15.98,4.568462360730723,0.5554622314533985
15.99,4.577877710541509,0.5577699330163713
16.0,4.587404889670401,0.5600402307638236
16.01,4.5970421060265565,0.5622721022979533
16.02,4.6067875318822065,0.564464534721006
16.03,4.616639303765904,0.5666165255681738
16.04,4.626595522368217,0.5687270837518454
16.05,4.636654252460319,0.5707952305168683
16.06,4.646813522825667,0.5728200004064438
16.07,4.657071326238972,0.574800442022423
16.080000000000002,4.667425619854492,0.57673561626452
16.09,4.677874324658328,0.5786246006588961
16.1,4.688415325507217,0.5804664900358569
16.11,4.699046471245812,0.5822603968087068
16.12,4.709765574740781,0.5840054518905532
16.13,4.720570412931753,0.5857008056100026
16.14,4.731458726899631,0.5873456286250454
16.15,4.74242822195252,0.5889391128343945
16.16,4.7534765678024025,0.5904804719581138
16.17,4.764601399221334,0.591968940035
16.18,4.775800315435728,0.5934037756906478
16.19,4.787070880455296,0.5947842622722527
16.2,4.798410623365927,0.5961097082281425
16.21,4.809817038551151,0.5973794478929025
16.22,4.8212875859357975,0.598592842256559
16.23,4.832819691252407,0.5997492797167924
16.240000000000002,4.844410746330747,0.600848176813123
16.25,4.8560581095260416,0.6018889786150969
16.26,4.8677591065664725,0.6028711579674184
16.27,4.879511030091391,0.603794218503863
16.28,4.891311140297855,0.6046576945608768
16.29,4.903156665439791,0.605461151558849
16.3,4.915044802288512,0.6062041865426974
16.31,4.926972716621476,0.6068864286916023
16.32,4.938937543739969,0.6075075397966385
16.330000000000002,4.950936389016084,0.6080672147050397
16.34,4.962966328578523,0.6085651816560803
16.35,4.975024410208085,0.6090012024596382
16.36,4.987107653425337,0.6093750732059091
16.37,4.99921305037334,0.6096866244194427
16.38,5.011337566560711,0.6099357212898044
16.39,5.023478141611161,0.6101222638790648
16.4,5.035631690047379,0.6102461872862339
16.41,5.047795102109983,0.610307461767359
16.42,5.059965244611979,0.6103060928099862
16.43,5.072138961759981,0.6102421218651121
16.44,5.084313075990306,0.6101156272527685
16.45,5.096484389185977,0.6099267215326436
16.46,5.108649683564603,0.6096755525475278
16.47,5.120805722708384,0.6093623033628002
16.48,5.132949252639884,0.6089871920854631
16.490000000000002,5.145077002937066,0.6085504716319414
16.5,5.157185687888259,0.6080524294434662
16.51,5.1692720076876055,0.6074933871478707
16.52,5.181332649671504,0.6068737001666241
16.53,5.193364289427127,0.6061937577818703
16.54,5.205363590676286,0.605453986999795
16.55,5.217327208424491,0.6046548465534298
16.56,5.229251790011939,0.6037968273597936
16.57,5.2411339762374,0.602880452828447
16.580000000000002,5.252970402766281,0.6019062783788629
16.59,5.264757701575188,0.6008748909209513
16.6,5.276492502433126,0.5997869082987236
16.61,5.288171434475461,0.5986429780960507
16.62,5.299791127853942,0.597443775986794
16.63,5.311348215130706,0.5961900071972447
16.64,5.32283933299628,0.594882404853971
16.65,5.334261123951091,0.5935217290899646
16.66,5.3456102380199395,0.5921087661664798
16.67,5.356883334505316,0.5906443275480885
16.68,5.368077083774996,0.589129248937478
16.69,5.379188166310435,0.5875643932232277
16.7,5.390213275571363,0.5859506479961129
16.71,5.401149122265309,0.5842889210711195
16.72,5.411992434616965,0.5825801417195212
16.73,5.422739960193822,0.5808252596908974
16.740000000000002,5.433388467761174,0.5790252442014167
16.75,5.4439347490687275,0.5771810830187147
16.76,5.454375619625494,0.5752937828996054
16.77,5.464707921919488,0.5733643667772523
16.78,5.474928527256191,0.5713938727933682
16.79,5.485034337483047,0.5693833534875647
16.8,5.495022286967484,0.5673338746546026
16.81,5.5048893446009926,0.5652465141723105
16.82,5.514632514191554,0.5631223623585284
16.830000000000002,5.524248832845039,0.5609625242369904
16.84,5.5337353798207065,0.5587681118328137
16.85,5.543089275921673,0.5565402454693242
16.86,5.552307685140953,0.5542800529142398
16.87,5.561387816576983,0.5519886682649928
16.88,5.570326926359702,0.5496672308193808
16.89,5.579122316665329,0.5473168862201415
16.9,5.587771338333984,0.544938784771179
16.91,5.596271395819142,0.5425340779210169
16.92,5.604619947186355,0.5401039186175267
16.93,5.61281450591285,0.5376494602457366
16.94,5.6208526426868595,0.5351718555594749
16.95,5.628731986806389,0.5326722558724447
16.96,5.636450222401307,0.5301518136779517
16.97,5.644005096177782,0.5276116776165994
16.98,5.651394418894849,0.5250529915967018
16.990000000000002,5.658616065697122,0.5224768946673374
17.0,5.665667977650036,0.5198845200871229
17.01,5.672548163258606,0.517276994397573
17.02,5.6792546984241765,0.5146554373753692
17.03,5.68578572383128,0.5120209634337197
17.04,5.692139453528116,0.5093746766865848
17.05,5.698314173666144,0.5067176715752932
17.06,5.704308243373113,0.5040510322835149
17.07,5.710120095918086,0.5013758319822981
17.080000000000002,5.715748239844539,0.49869313208843563
17.09,5.721191256540732,0.49600398325911316
17.1,5.7264478015884395,0.4933094245405322
17.11,5.731516610135445,0.4906104805507606
17.12,5.736396495223119,0.48790816209810584
17.13,5.741086348522616,0.48520346562186745
17.14,5.74558514102482,0.4824973726534115
17.150000000000002,5.749891923444855,0.47979084939068467
17.16,5.754005822790855,0.4770848477676966
17.17,5.757926046983183,0.4743803033937275
17.18,5.76165188538114,0.4716781350874162
17.19,5.765182708095845,0.46897924488555587
17.2,5.7685179662087505,0.46628451770186236
17.21,5.771657191931543,0.4635948210109152
17.22,5.774599998017049,0.4609110047478845
17.23,5.777346075652418,0.4582339016362323
17.240000000000002,5.779895197974092,0.4555643259724696
17.25,5.782247218718568,0.45290307376272915
17.26,5.7844020717809865,0.45025092261772703
17.27,5.786359770897399,0.44760863162259124
17.28,5.788120409260786,0.4449769412339714
17.29,5.789684158556738,0.44235657311428467
17.3,5.791051268403333,0.43974823007576613
17.31,5.7922220665141255,0.4371525961903008
17.32,5.793196957613991,0.43457033671938883
17.330000000000002,5.7939764226859936,0.43200209814111185
17.34,5.7945610181505876,0.42944850820413766
17.35,5.79495137506357,0.4269101759413412
17.36,5.795148199856272,0.42438769046988656
17.37,5.795152271319912,0.42188162265757795
17.38,5.794964439468472,0.41939252531670507
17.39,5.794585624910387,0.4169209329801254
17.400000000000002,5.794016817647975,0.41446736209210516
17.41,5.793259075809746,0.412032311224884
17.42,5.792313524315631,0.40961626132097056
17.43,5.791181353475109,0.40721967596117953
17.44,5.789863817533393,0.40484300165037207
17.45,5.788362238883457,0.4024866650989996
17.46,5.786678003946795,0.4001510748981015
17.47,5.784812556941181,0.39783662430135597
17.48,5.782767401506263,0.3955436898443806
17.490000000000002,5.780544099188785,0.39327263161406034
17.5,5.77814426787817,0.3910237935343707
17.51,5.775569580194633,0.38879750366856936
17.52,5.772821763249563,0.38659407445033067
17.53,5.769902596387005,0.38441380305264794
17.54,5.766813908182271,0.38225697181594903
17.55,5.763557575506079,0.38012384856243364
17.56,5.760135521735869,0.3780146869763935
17.57,5.756549714921901,0.3759297270007495
17.580000000000002,5.752802165912961,0.37386919524806667
17.59,5.74889493322651,0.3718333029303128
17.6,5.74483011887777,0.36982224711384837
17.61,5.740609859899892,0.36783621355901536
17.62,5.736236330692246,0.3658753755763286
17.63,5.731711741275524,0.3639398943879177
17.64,5.727038335523368,0.3620299194971861
17.650000000000002,5.72221838937125,0.360145589066515
17.66,5.717254212629327,0.35828702926681827
17.67,5.712148146197924,0.3564543549421105
17.68,5.706902556431862,0.3546476710902095
17.69,5.701519835739249,0.35286707256373445
17.7,5.696002400870255,0.3511126444326349
17.71,5.690352691194366,0.34938446235152376
17.72,5.6845731669661665,0.34768259293183207
17.73,5.6786663119600265,0.34600709287707454
17.740000000000002,5.672634630870695,0.3443580096033634
17.75,5.666480642567602,0.3427353830368036
17.76,5.660206881485915,0.3411392451059525
17.77,5.65381589608101,0.33956962006826724
17.78,5.647310247286302,0.3380265248371363
17.79,5.640692506974517,0.33650996930951177
17.8,5.633965259497997,0.335019955946875
17.81,5.627131099788953,0.33355648019341566
17.82,5.620192628022576,0.33211953173068054
17.830000000000002,5.613152450445838,0.33070909423567296
17.84,5.606013178034619,0.32932514566797916
17.85,5.598777425164499,0.3279676585549887
17.86,5.5914478082957855,0.3266366002750888
17.87,5.584026946966196,0.32533193275405226
17.88,5.576517462403049,0.32405361276998185
17.89,5.568921973169723,0.3228015930159818
17.900000000000002,5.561243095759062,0.32157582190313233
17.91,5.553483443488368,0.32037624379807966
17.92,5.5456456254152355,0.31920279925689826
17.93,5.537732245275948,0.31805542525480324
17.94,5.529745901742556,0.3169340551267127
17.95,5.521689187450679,0.31583861877889957
17.96,5.513564686123362,0.31476904332002914
17.97,5.505374972701208,0.31372525303204596
17.98,5.497122612475713,0.31270716956099637
17.990000000000002,5.488810160247828,0.3117147121031209
18.0,5.480440159513869,0.31074779758572024
18.01,5.472015142240202,0.30980634070557206
18.02,5.463537628168896,0.30889025408348064
18.03,5.455010123207751,0.307999448644094
18.04,5.446435119227134,0.3071338336533307
18.05,5.4378150934204585,0.3062933168639237
18.06,5.4291525076925,0.30547780465564695
18.07,5.420449808077226,0.30468720216978146
18.080000000000002,5.4117094241255534,0.3039214134383077
