,E,T
4.38,9.896006060714651,0.31982321083123344
4.39,9.8732488664593,0.3072172288566176
4.4,9.848625487972779,0.29517350478592413
4.41,9.822200450179709,0.2836688742897112
4.42,9.794039264315185,0.272680814769812
4.43,9.764208064976764,0.262187459018084
4.44,9.73277333379546,0.25216760858862514
4.45,9.699801713982891,0.24260074986010274
4.46,9.665359698006661,0.23346704994081957
4.47,9.629513442374865,0.2247473643575309
4.48,9.592328583103527,0.2164232384565507
4.49,9.553870019917872,0.2084768939792145
4.5,9.514201777568386,0.2008912330741121
4.51,9.473386855265755,0.19364982429843264
4.5200000000000005,9.431487094495447,0.1867368881113469
4.53,9.38856306719428,0.1801372948944434
4.54,9.344673986584901,0.17383654095741416
4.55,9.299877622340205,0.16782073603435343
4.5600000000000005,9.254230222902896,0.1620765932302214
4.57,9.207786483754107,0.15659140220511833
4.58,9.160599483966037,0.1513530187065701
4.59,9.11272065900826,0.14634984571203521
4.6000000000000005,9.064199797825358,0.14157081029724172
4.61,9.015084999265326,0.13700535200883168
4.62,8.965422692249247,0.1326433996771867
4.63,8.915257640881276,0.12847535255751014
4.64,8.86463292729269,0.12449206640414995
4.65,8.813590001469526,0.12068483021939683
4.66,8.762168685056388,0.11704535070562684
4.67,8.710407188564375,0.11356573582370914
4.68,8.658342165983445,0.11023847463053141
4.69,8.606008721866125,0.10705642320695358
4.7,8.553440457598708,0.1040127873551558
4.71,8.500669516165189,0.10110110608909849
4.72,8.447726597192379,0.09831523821198598
4.73,8.394641026115975,0.09564934546540292
4.74,8.341440797461134,0.09309787820905116
4.75,8.288152577913044,0.09065556408002343
4.76,8.234801775479983,0.08831739327782841
4.7700000000000005,8.181412594514656,0.08607860529570606
4.78,8.128008056417519,0.08393467752640725
4.79,8.074610042300984,0.08188131363955511
4.8,8.021239354226607,0.0799144320535033
4.8100000000000005,7.967915745095917,0.07803015543123931
4.82,7.914657946328648,0.07622480049050245
4.83,7.861483729425471,0.07449486847135142
4.84,7.808409938708051,0.07283703586006665
4.8500000000000005,7.755452517947147,0.07124814492878963
4.86,7.702626559787216,0.06972519614158196
4.87,7.649946340917938,0.06826534019380565
4.88,7.597425349996794,0.06686586949261358
4.89,7.545076325768578,0.06552421161122694
4.9,7.492911291772705,0.06423792281841374
4.91,7.440941584701296,0.06300468073310277
4.92,7.3891778847513745,0.061822278151881224
4.93,7.337630247473518,0.06068861808894111
4.94,7.286308130734676,0.059601707459453014
4.95,7.235220421196446,0.05855965101849361
4.96,7.184375462026327,0.057560648335376184
4.97,7.133781077506141,0.056602988793444435
4.98,7.083444597109804,0.05568504643246433
4.99,7.0333728785991125,0.05480527279449526
5.0,6.983572329807959,0.053962197307243526
5.01,6.934048929525112,0.05315442254685333
5.0200000000000005,6.88480824808532,0.05238062028027071
5.03,6.835855470717588,0.0516395253268087
5.04,6.787195411064048,0.05092993574175018
5.05,6.738832529299376,0.0502507093935285
5.0600000000000005,6.690770949405542,0.04960076085046226
5.07,6.643014481397118,0.048979056049029863
5.08,6.59556663063409,0.048384612339642204
5.09,6.548430612200782,0.04781649616738503
5.1000000000000005,6.501609365483893,0.04727382051849334
5.11,6.4551055739158,0.04675574071984337
5.12,6.40892167297987,0.04626145392265071
5.13,6.363059860536693,0.04579019775490148
5.14,6.3175221093520895,0.04534124818397074
5.15,6.27231018336491,0.04491391633341759
5.16,6.227425646032209,0.044507547467537455
5.17,6.1828698669223385,0.044121520412794636
5.18,6.138644032502082,0.04375524574449367
5.19,6.094749159529336,0.0434081633732116
5.2,6.051186103277074,0.0430797413612329
5.21,6.007955561710623,0.04276947569532089
5.22,5.965058084772039,0.042476888783265526
5.23,5.922494084212307,0.04220152784072633
5.24,5.880263843219718,0.0419429633043597
5.25,5.838367517668017,0.0417007891069145
5.26,5.796805144799143,0.04147462126224202
5.2700000000000005,5.755576649449488,0.041264096982032296
5.28,5.7146818520828715,0.04106887347216648
5.29,5.674120474135289,0.04088862718670514
5.3,5.633892142684876,0.040723053186537427
5.3100000000000005,5.593996397007398,0.04057186415449249
5.32,5.554432693822736,0.04043478965943404
5.33,5.515200405562468,0.040311577091478465
5.34,5.476298831242685,0.04020198952621974
5.3500000000000005,5.437727201376132,0.0401058050147254
5.36,5.399484681409623,0.040022816213556314
5.37,5.361570375139315,0.03995283002683631
5.38,5.323983324538184,0.0398956681749648
5.39,5.286722518831165,0.0398511653173823
5.4,5.249786896767829,0.03981916894931746
5.41,5.2131753498421824,0.03979953903675351
5.42,5.176886724595927,0.03979214781900612
5.43,5.140919824613503,0.039796879668866886
5.44,5.105273415778114,0.03981363026669417
5.45,5.0699462281772885,0.03984230646679981
5.46,5.034936958794829,0.039882825994172054
5.47,5.000244273422043,0.03993511729469474
5.48,4.965866809291954,0.0399991192339162
5.49,4.9318031778531175,0.04007478076309033
5.5,4.898051966768459,0.04016206073843215
5.51,4.864611742040574,0.04026092771251336
5.5200000000000005,4.831481049499056,0.04037135987328784
5.53,4.798658417233759,0.04049334474938743
5.54,4.766142357503356,0.040626879036894416
5.55,4.733931368454792,0.04077196846724708
5.5600000000000005,4.70202393574594,0.04092862768508175
5.57,4.670418533657587,0.041096880213866774
5.58,4.639113627334824,0.04127675822792359
5.59,4.608107674136491,0.04146830247790338
5.6000000000000005,4.577399125060017,0.04167156220377804
5.61,4.546986425817779,0.04188659511060519
5.62,4.516868017930007,0.04211346734173968
5.63,4.4870423408080224,0.0423522532757717
5.64,4.457507832675255,0.04260303553168589
5.65,4.428262931793041,0.04286590492044438
5.66,4.3993060776684585,0.04314096040076753
5.67,4.370635712071614,0.043428309069223965
5.68,4.342250277996538,0.043728066508678234
5.69,4.314148222976214,0.04404035638231667
5.7,4.286328000019046,0.04436531044220041
5.71,4.258788068141329,0.04470306860966493
5.72,4.2315268933109635,0.0450537789861693
5.73,4.2045429493753135,0.045417597868852924
5.74,4.177834718182351,0.04579468991080309
5.75,4.151400689812759,0.046185228263865986
5.76,4.125239365187017,0.04658939430374511
5.7700000000000005,4.0993492560424585,0.04700737782265926
5.78,4.073728885671334,0.04743937708998571
5.79,4.0483767896646246,0.04788559891458277
5.8,4.0232915165446705,0.048346258726858965
5.8100000000000005,3.9984716271527145,0.04882158085063703
5.82,3.973915696677626,0.049311798382239334
5.83,3.949622315251147,0.0498171532877303
5.84,3.925590088295964,0.05033789654053088
5.8500000000000005,3.9018176371265674,0.050874288224501386
5.86,3.8783035995425026,0.051426597641595906
5.87,3.8550466299863078,0.05199510348748245
5.88,3.8320453997578237,0.05258009402237025
5.89,3.809298598523565,0.05318186705365237
5.9,3.786804934397523,0.053800730133780825
5.91,3.7645631344357477,0.054437000700586595
5.92,3.7425719451350656,0.05509100622076243
5.93,3.720830132876666,0.055763084343600826
5.94,3.699336483742452,0.05645358313018147
5.95,3.6780898046612354,0.05716286113500868
5.96,3.6570889238367386,0.05789128757347487
5.97,3.636332691049505,0.058639242507690925
5.98,3.615819978087626,0.0594071170216406
5.99,3.5955496791745913,0.06019531340067252
6.0,3.575520711147437,0.06100424533177198
6.01,3.5557320136661765,0.06183433810580163
6.0200000000000005,3.5361825501775335,0.06268602877337624
6.03,3.5168713080515044,0.06355976635995611
6.04,3.4977972989586568,0.06445601206878825
6.05,3.4789595592511184,0.06537523948748566
6.0600000000000005,3.460357150349097,0.06631793479139282
6.07,3.441989158557515,0.06728459698111919
6.08,3.423854696136892,0.06827573805150115
6.09,3.4059529013794934,0.06929188326129121
6.1000000000000005,3.388282938978541,0.07033357133846951
6.11,3.370844000371526,0.07140135470886605
6.12,3.3536353040842606,0.07249579972773464
6.13,3.336656095848144,0.0736174868770458
6.140000000000001,3.3199056488059098,0.07476701098008523
6.15,3.3033832643918086,0.07594498152922259
6.16,3.287088272409843,0.07715202288530273
6.17,3.271020031361414,0.07838877452066764
6.18,3.255177928778475,0.07965589126590845
6.19,3.2395613815566073,0.08095404355943099
6.2,3.224169836204824,0.08228391767435903
6.21,3.2090027680576116,0.08364621563049202
6.22,3.1940596829054444,0.08504165584969471
6.23,3.179340117238556,0.0864709733894734
6.24,3.1648436382863276,0.08793492011679933
6.25,3.1505698443121712,0.089434264963017
6.26,3.1365183649062374,0.09096979418091879
6.2700000000000005,3.122688861275918,0.092542311603988
6.28,3.1090810261403314,0.09415263847455334
6.29,3.095694583702734,0.0958016133622647
6.3,3.0825292909546174,0.09749009355210873
6.3100000000000005,3.0695849374604616,0.09921895476559746
6.32,3.0568613455964044,0.1009890913858747
6.33,3.0443583707991584,0.10280141669869433
6.34,3.0320759018112025,0.10465686313386072
6.3500000000000005,3.0200138608840694,0.10655638240006034
6.36,3.008172203417922,0.10850094404859971
6.37,2.99655091886102,0.1104915375839809
6.38,2.985150030923448,0.11252917266088767
6.390000000000001,2.9739695976369487,0.11461487886027971
6.4,2.9630097115575342,0.11674970587712438
6.41,2.9522704999632197,0.11893472370542782
6.42,2.9417521250468925,0.12117102282056143
6.43,2.9314547836112768,0.12345971320822804
6.44,2.9213787067625283,0.12580192339891308
6.45,2.9115241614938268,0.1281988039218816
6.46,2.901891450196306,0.13065152593065274
