,E,T,I
13.05,5.332772715128686,-2.3992483800308634e-12,0.00018999999998747157
13.06,5.3338908353797745,-2.5639143673529703e-12,0.00018999999998704024
13.07,5.335007095091825,-2.7239725893789416e-12,0.00018999999998661537
13.08,5.3361214973615585,-2.8790595065288487e-12,0.00018999999998619825
13.09,5.337234045280615,-3.028804254928436e-12,0.0001899999999857902
13.1,5.338344741935567,-3.172828597524188e-12,0.00018999999998539264
13.11,5.3394535904079286,-3.310746875198408e-12,0.00018999999998500693
13.120000000000001,5.340560593774163,-3.442165957884304e-12,0.00018999999998463462
13.13,5.341665755105698,-3.5666851956809904e-12,0.00018999999998427713
13.14,5.3427690774689305,-3.683896369968684e-12,0.0001899999999839361
13.15,5.3438705639252415,-3.793383644523695e-12,0.0001899999999836131
13.16,5.344970217531003,-3.89472351663352e-12,0.0001899999999833098
13.17,5.346068041337592,-3.987484768211916e-12,0.0001899999999830279
13.18,5.347164038391397,-4.0712284169139784e-12,0.00018999999998276916
13.19,5.34825821173383,-4.145507667251212e-12,0.0001899999999825354
13.200000000000001,5.349350564401337,-4.209867861706615e-12,0.00018999999998232844
13.21,5.350441099425407,-4.263846431849715e-12,0.0001899999999821502
13.22,5.351529819832584,-4.306972849451707e-12,0.0001899999999820026
13.23,5.352616728644478,-4.3387685776004794e-12,0.0001899999999818877
13.24,5.353701828877771,-4.358747021815705e-12,0.00018999999998180753
13.25,5.354785123544231,-4.366413481163911e-12,0.00018999999998176422
13.26,5.355866615650724,-4.361265099373554e-12,0.00018999999998175988
13.27,5.356946308199216,-4.342790815950099e-12,0.00018999999998179674
13.280000000000001,5.358024204186795,-4.310471317291081e-12,0.0001899999999818771
13.290000000000001,5.359100306605671,-4.263778987801206e-12,0.00018999999998200328
13.3,5.360174618443192,-4.202177861007391e-12,0.00018999999998217762
13.31,5.3612471426818535,-4.125123570673863e-12,0.0001899999999824026
13.32,5.3623178822993065,-4.032063301917222e-12,0.00018999999998268064
13.33,5.36338684026837,-3.922435742321518e-12,0.00018999999998301436
13.34,5.364454019557042,-3.795671033053329e-12,0.00018999999998340632
13.35,5.3655194231285055,-3.651190719976828e-12,0.0001899999999838592
13.36,5.366583053941143,-3.488407704768865e-12,0.00018999999998437568
13.370000000000001,5.367644914948549,-3.3067261960340008e-12,0.00018999999998495858
13.38,5.368705009099531,-3.1055416604197166e-12,0.0001899999999856107
13.39,5.369763339338128,-2.884240773731296e-12,0.00018999999998633494
13.4,5.370819908603619,-2.6422013720470236e-12,0.00018999999998713427
13.41,5.371874719830532,-2.3787924028332273e-12,0.0001899999999880117
13.42,5.372927775948655,-2.0933738760593552e-12,0.00018999999998897029
13.43,5.373979079883047,-1.7852968153130485e-12,0.00018999999999001315
13.44,5.375028634554044,-1.4539032089152146e-12,0.00018999999999114354
13.450000000000001,5.376076442877279,-1.0985259610350392e-12,0.00018999999999236468
13.46,5.377122507763679,-7.18488842805314e-13,0.00018999999999367992
13.47,5.378166832119487,-3.1310644343713497e-13,0.0001899999999950926
13.48,5.379209417693486,-1.195175892080083e-13,0.0001899999999956389
13.49,5.38025026811297,1.3672037917013025e-14,0.00018999999999593517
13.5,5.381289386570063,1.4904667479706345e-13,0.00018999999999623672
13.51,5.382326775947516,2.863303811333511e-13,0.00018999999999654303
13.52,5.383362439123337,4.252352061887069e-13,0.00018999999999685374
13.530000000000001,5.384396378970802,5.654610370013235e-13,0.00018999999999716837
13.540000000000001,5.385428598358466,7.066954465984325e-13,0.0001899999999974864
13.55,5.38645910015017,8.486135422101949e-13,0.00018999999999780737
13.56,5.387487887205051,9.90877813483344e-13,0.00018999999999813076
13.57,5.38851496237755,1.1331379806949808e-12,0.00018999999999845597
13.58,5.389540328517425,1.2750308429663053e-12,0.00018999999999878248
13.59,5.390563988469758,1.4161801264763754e-12,0.0001899999999991097
13.6,5.3915859450749615,1.5561963326758591e-12,0.00018999999999943696
13.61,5.3926062011687925,1.6946765865007764e-12,0.00018999999999976365
13.620000000000001,5.393624759582362,1.8312044845862852e-12,0.0001900000000000891
13.63,5.394641623142139,1.965349943480327e-12,0.00019000000000041263
13.64,5.395656794669963,2.096669047857526e-12,0.0001900000000007335
13.65,5.396670276983056,2.224703898732842e-12,0.00019000000000105098
13.66,5.397682072894027,2.3489824616753403e-12,0.00019000000000136432
13.67,5.398692185210886,2.4690184150219556e-12,0.0001900000000016727
13.68,5.399700616737047,2.5843109980912263e-12,0.00019000000000197532
13.69,5.400707370271344,2.694344859397053e-12,0.00019000000000227133
13.700000000000001,5.401712448608037,2.7985899048624698e-12,0.00019000000000255984
13.71,5.402715854536821,2.8965011460333122e-12,0.00019000000000283997
13.72,5.403717590842835,2.9875185482920903e-12,0.0001900000000031108
13.73,5.404717660306677,3.0710668790716564e-12,0.00019000000000337136
13.74,5.405716065704402,3.1465555560689746e-12,0.0001900000000036207
13.75,5.406712809807543,3.213378495458875e-12,0.00019000000000385776
13.76,5.407707895383115,3.2709139601078027e-12,0.00019000000000408154
13.77,5.408701325193621,3.3185244077875674e-12,0.00019000000000429096
13.780000000000001,5.409693101997069,3.3555563393890998e-12,0.0001900000000044849
13.790000000000001,5.410683228546975,3.3813401471361746e-12,0.00019000000000466227
13.8,5.411671707592374,3.3951899627992097e-12,0.0001900000000048219
13.81,5.412658541877832,3.396403505908978e-12,0.0001900000000049626
13.82,5.413643734143452,3.3842619319703718e-12,0.00019000000000508316
13.83,5.414627287124884,3.3580296806761495e-12,0.00019000000000518233
13.84,5.415609203553335,3.3169543241206884e-12,0.00019000000000525882
13.85,5.41658948615558,3.2602664150137354e-12,0.00019000000000531135
13.86,5.417568137653966,3.187179334894155e-12,0.00019000000000533854
13.870000000000001,5.418545160766427,3.0968891423436656e-12,0.00019000000000533906
13.88,5.41952055820649,2.988574421200654e-12,0.00019000000000531146
13.89,5.420494332683288,2.8613961287738307e-12,0.00019000000000525435
13.9,5.421466486901562,2.714497444056043e-12,0.0001900000000051662
13.91,5.422437023561679,2.5470036159380074e-12,0.00019000000000504556
13.92,5.423405945359636,2.358021811422065e-12,0.00019000000000489087
13.93,5.424373254987068,2.146640963835928e-12,0.00019000000000470057
13.94,5.425338955131265,1.9119316210464313e-12,0.00019000000000447305
13.950000000000001,5.426303048475172,1.652945793673235e-12,0.00019000000000420663
13.96,5.427265537697405,1.3687168033027628e-12,0.0001900000000038997
13.97,5.428226425472255,1.0582591307016773e-12,0.0001900000000035505
13.98,5.429185714469704,7.205682640308095e-13,0.00019000000000315732
13.99,5.430143407355427,3.546205470588651e-13,0.00019000000000271838
14.0,5.431099505598184,2.428209093917934e-13,0.00019000000000266056
14.01,5.432054012568102,2.1464277100818708e-13,0.0001900000000027257
14.02,5.433006931267454,1.8595068067362255e-13,0.0001900000000027863
14.030000000000001,5.433958264339653,1.5686546923824692e-13,0.00019000000000284227
14.040000000000001,5.4349080144237405,1.2751431654137849e-13,0.00019000000000289356
14.05,5.435856184154402,9.803084542220096e-14,0.00019000000000294007
14.06,5.436802776161972,6.855521573049645e-14,0.00019000000000298173
14.07,5.4377477930724405,3.923421833735707e-14,0.00019000000000301848
14.08,5.438691237507465,1.0221369145895703e-14,0.00019000000000305028
14.09,5.439633112084375,-1.8322996898029064e-14,0.00019000000000307706
14.1,5.440573419416185,-4.6231631795106196e-14,0.00019000000000309874
14.11,5.441512162111597,-7.33302804818582e-14,0.00019000000000311528
14.120000000000001,5.442449342775015,-9.943758681991622e-14,0.00019000000000312663
14.13,5.443384964006546,-1.24364999585306e-13,0.00019000000000313273
14.14,5.444319028402015,-1.4791667845774192e-13,0.00019000000000313354
14.15,5.445251538552971,-1.6988940000990582e-13,0.00019000000000312905
14.16,5.446182497046693,-1.9007246369673044e-13,0.00019000000000311918
14.17,5.447111906466201,-2.0824759784468506e-13,0.00019000000000310392
14.18,5.448039769390265,-2.2418886564105745e-13,0.0001900000000030832
14.19,5.448966088393408,-2.376625711232447e-13,0.00019000000000305705
14.200000000000001,5.449890866045922,-2.4842716516803387e-13,0.00019000000000302542
14.21,5.45081410491387,-2.562331514808793e-13,0.0001900000000029883
14.22,5.451735807559097,-2.608229925852053e-13,0.00019000000000294563
14.23,5.452655976539237,-2.6193101581167216e-13,0.0001900000000028974
14.24,5.453574614407724,-2.592833192874733e-13,0.00019000000000284368
14.25,5.454491723713796,-2.5259767792561244e-13,0.00019000000000278438
14.26,5.45540730700251,-2.4158344941418996e-13,0.00019000000000271954
14.27,5.456321366814739,-2.2594148020569012e-13,0.00019000000000264915
14.280000000000001,5.457233905687192,-2.0536401150625815e-13,0.00019000000000257323
14.290000000000001,5.458144926152418,-1.7953458526500157e-13,0.00019000000000249178
14.3,5.45905443073881,-1.481279501632548e-13,0.0001900000000024048
14.31,5.459962421970622,-1.10809967603874e-13,0.00019000000000231234
14.32,5.4608689023679675,-6.723751770051945e-14,0.0001900000000022144
14.33,5.461773874446835,-1.705840526694352e-14,0.00019000000000211103
14.34,5.462677340719094,4.0088734193732194e-14,0.00019000000000200226
14.35,5.463579303692502,1.0457452849972404e-13,0.00019000000000188812
14.36,5.464479765870715,1.767789628013072e-13,0.00019000000000176864
14.370000000000001,5.465378729753295,2.5709147359154377e-13,0.00019000000000164388
14.38,5.4662761978357155,3.4591104271694116e-13,0.00019000000000151388
14.39,5.467172172609375,4.4364629138825204e-13,0.0001900000000013787
14.4,5.468066656561602,5.507155741911339e-13,0.00019000000000123844
14.41,5.468959652175661,6.675470730968798e-13,0.00019000000000109313
14.42,5.469851161930769,7.945788914731323e-13,0.00019000000000094283
14.43,5.4707411883020916,9.322591480945984e-13,0.00019000000000078763
14.44,5.471629733760765,1.0810460711537671e-12,0.00019000000000062763
14.450000000000001,5.472516800773891,1.241408092271653e-12,0.0001900000000004629
14.46,5.473402391804557,1.413823940508395e-12,0.00019000000000029353
14.47,5.474286509311836,1.5987827363741451e-12,0.00019000000000011963
14.48,5.4751691557507955,1.7967840858396689e-12,0.0001899999999999413
14.49,5.476050333572513,2.008338174347091e-12,0.0001899999999997586
14.5,5.476930045224076,2.2339658608206093e-12,0.00018999999999957175
14.51,5.477808293148596,2.474198771677211e-12,0.00018999999999938077
14.52,5.4786850789877395,2.5686260061095704e-12,0.00018999999999922006
14.530000000000001,5.4795604056234,2.6079609228845262e-12,0.0001899999999990706
14.540000000000001,5.480434275748128,2.6455118982964587e-12,0.00018999999999892128
14.55,5.481306691785667,2.6811408610077538e-12,0.0001899999999987724
14.56,5.482177656155746,2.714705648111365e-12,0.00018999999999862424
14.57,5.48304717127409,2.746059955589402e-12,0.00018999999999847717
14.58,5.4839152395524255,2.775053288771691e-12,0.00018999999999833145
14.59,5.484781863398489,2.801530912794372e-12,0.00018999999999818744
14.6,5.485647045216033,2.825333803058452e-12,0.0001899999999980455
14.61,5.4865107874048356,2.846298595688406e-12,0.00018999999999790593
14.620000000000001,5.487373092360709,2.864257537990727e-12,0.00018999999999776916
14.63,5.488233962475503,2.8790384389125185e-12,0.0001899999999976355
14.64,5.489093400137115,2.890464619500068e-12,0.00018999999999750537
14.65,5.4899514077294995,2.8983548633574188e-12,0.00018999999999737914
14.66,5.490807987632672,2.9025233671049508e-12,0.00018999999999725722
14.67,5.491663142222717,2.9027796908379485e-12,0.00018999999999714005
14.68,5.492516873871801,2.898928708585187e-12,0.000189999999997028
14.69,5.493369184948171,2.8907705587675027e-12,0.00018999999999692153
14.700000000000001,5.494220077816171,2.8781005946563635e-12,0.00018999999999682108
14.71,5.495069554836243,2.8607093348324595e-12,0.0001899999999967271
14.72,5.4959176183649365,2.8383824136442627e-12,0.00018999999999664007
14.73,5.496764270754919,2.8109005316666153e-12,0.00018999999999656043
14.74,5.49760951435498,2.7780394061592957e-12,0.0001899999999964887
14.75,5.498453351510039,2.7395697215256028e-12,0.00018999999999642537
14.76,5.499295784561156,2.6952570797709264e-12,0.00018999999999637097
14.77,5.500136815845534,2.6448619509613265e-12,0.00018999999999632597
14.780000000000001,5.500976447696531,2.588139623682096e-12,0.00018999999999629093
14.790000000000001,5.5018146824436664,2.524840155496379e-12,0.0001899999999962664
14.8,5.502651522412628,2.454708323403685e-12,0.0001899999999962529
14.81,5.503486969925278,2.3774835742985086e-12,0.00018999999999625103
14.82,5.504321027299666,2.2928999754288887e-12,0.00018999999999626136
14.83,5.505153696850027,2.2006861648549907e-12,0.00018999999999628448
14.84,5.505984980886803,2.1005653019076808e-12,0.000189999999996321
14.85,5.506814881716634,1.9922550176470976e-12,0.00018999999999637148
14.86,5.50764340164238,1.875467365321234e-12,0.00018999999999643662
14.870000000000001,5.508470542963118,1.749908770824485e-12,0.000189999999996517
14.88,5.509296307974159,1.6152799831563195e-12,0.00018999999999661332
14.89,5.510120698967047,1.4712760248797198e-12,0.0001899999999967262
14.9,5.510943718229571,1.3175861425798402e-12,0.00018999999999685634
14.91,5.511765368045772,1.1538937573225721e-12,0.0001899999999970044
14.92,5.512585650695952,9.798764151131104e-13,0.00018999999999717108
14.93,5.513404568456677,7.952057373545335e-13,0.00018999999999735713
14.94,5.5142221236007884,5.995473713063792e-13,0.00018999999999756327
14.950000000000001,5.515038318397412,3.9256094054318196e-13,0.0001899999999977902
14.96,5.51585315511196,1.7389999541319777e-13,0.0001899999999980387
14.97,5.516666636006144,-5.678803650323957e-14,0.00018999999999830952
14.98,5.517478763337978,-2.9986189993499885e-13,0.00018999999999860345
14.99,5.518289539361792,-5.556865614616099e-13,0.00018999999999892128
15.0,5.519098966328232,-8.246332590546891e-13,0.0001899999999992638
15.01,5.519907046484274,-1.1070795516193623e-12,0.00018999999999963187
15.02,5.520713782073228,-1.4034093685356894e-12,0.00019000000000002625
15.030000000000001,5.521519175334747,-1.7140130592001455e-12,0.00019000000000044787
15.040000000000001,5.522323227961103,-1.8902830913624594e-12,0.00019000000000064527
15.05,5.523125942467564,-2.0101514097937933e-12,0.0001900000000007506
15.06,5.5239273212809685,-2.12831842296153e-12,0.00019000000000085667
15.07,5.524727366623936,-2.244520877500856e-12,0.00019000000000096322
15.08,5.52552608071541,-2.3584875837918642e-12,0.00019000000000106996
15.09,5.5263234657706715,-2.46993932871318e-12,0.00019000000000117664
15.1,5.52711952400134,-2.578588788395596e-12,0.000190000000001283
15.11,5.527914257615386,-2.684140440975659e-12,0.0001900000000013887
15.120000000000001,5.528707668817133,-2.7862904793493545e-12,0.0001900000000014935
15.13,5.529499759807268,-2.884726723925594e-12,0.00019000000000159704
15.14,5.530290532782849,-2.9791285353799922e-12,0.000190000000001699
15.15,5.531079989937307,-3.069166727408385e-12,0.00019000000000179905
15.16,5.53186813346046,-3.15450347948047e-12,0.00019000000000189685
15.17,5.532654965538515,-3.2347922495934434e-12,0.00019000000000199204
15.18,5.533440488354077,-3.309677687025592e-12,0.0001900000000020842
15.19,5.534224704086156,-3.3787955450899253e-12,0.000190000000002173
15.200000000000001,5.5350076149101755,-3.4417725938878086e-12,0.00019000000000225802
15.21,5.535789222997974,-3.4982265330625203e-12,0.00019000000000233885
15.22,5.536569530517821,-3.547765904552964e-12,0.0001900000000024151
15.23,5.537348539634415,-3.5899900053472135e-12,0.00019000000000248628
15.24,5.5381262525088975,-3.6244888002361643e-12,0.00019000000000255198
15.25,5.538902671298856,-3.650842834567143e-12,0.00019000000000261175
15.26,5.539677798158332,-3.668623146997518e-12,0.0001900000000026651
15.27,5.540451635237828,-3.677391182248339e-12,0.00019000000000271152
15.280000000000001,5.541224184684317,-3.6766987038579295e-12,0.00019000000000275055
15.290000000000001,5.541995448641246,-3.6660877069355294e-12,0.00019000000000278164
15.3,5.542765429248544,-3.645090330914897e-12,0.00019000000000280433
15.31,5.543534128642633,-3.6132287723079315e-12,0.00019000000000281801
15.32,5.544301548956427,-3.5700151974582996e-12,0.00019000000000282216
15.33,5.545067692319346,-3.51495165529504e-12,0.0001900000000028162
15.34,5.545832560857322,-3.4475299900861927e-12,0.00019000000000279958
15.35,5.546596156692804,-3.367231754192414e-12,0.00019000000000277166
15.36,5.547358481944765,-3.2735281208205922e-12,0.00019000000000273185
15.370000000000001,5.54811953872871,-3.16587979677745e-12,0.00019000000000267956
15.38,5.548879329156686,-3.043736935223242e-12,0.00019000000000261408
15.39,5.549637855337283,-2.90653904842525e-12,0.00019000000000253482
15.4,5.550395119375645,-2.75371492051149e-12,0.0001900000000024411
15.41,5.5511511233734785,-2.5846825202242995e-12,0.00019000000000233218
15.42,5.551905869429053,-2.398848913673961e-12,0.00019000000000220745
15.43,5.552659359637217,-2.195610177092326e-12,0.00019000000000206612
15.44,5.553411596089398,-1.974351309586421e-12,0.0001900000000019075
15.450000000000001,5.554162580873613,-1.7344461458920332e-12,0.00019000000000173083
15.46,5.554912316074474,-1.4752572691274966e-12,0.00019000000000153538
15.47,5.555660803773196,-1.1961359235470567e-12,0.00019000000000132035
15.48,5.556408046047603,-8.964219272946562e-13,0.00019000000000108494
15.49,5.557154044972139,-5.754435851575108e-13,0.00019000000000082834
15.5,5.557898802617867,-2.3251760131973045e-13,0.00019000000000054976
15.51,5.558642321052485,1.330510078840651e-13,0.00019000000000024832
15.52,5.559384602340327,5.219690012151262e-13,0.0001899999999999232
15.530000000000001,5.560125648542373,9.3495499977703e-13,0.00018999999999957349
15.540000000000001,5.560865461716255,1.3727395742617662e-12,0.0001899999999991983
15.55,5.561604043916264,1.8360653321965565e-12,0.00018999999999879676
15.56,5.562341396642057,2.0785730174544676e-12,0.00018999999999861936
15.57,5.563077522204854,2.2191813985887934e-12,0.00018999999999854488
15.58,5.563812422871231,2.3582962595550783e-12,0.00018999999999847107
15.59,5.564546100679597,2.4955484062906053e-12,0.0001899999999983981
15.6,5.565278557665001,2.6305561731936357e-12,0.0001899999999983262
15.610000000000001,5.566009795859135,2.7629252766817413e-12,0.00018999999999825556
15.620000000000001,5.566739817290345,2.8922486687500704e-12,0.00018999999999818647
15.63,5.567468623983635,3.018106390529813e-12,0.0001899999999981191
15.64,5.568196217960676,3.1400654258464487e-12,0.00018999999999805373
15.65,5.568922601239806,3.257679554778125e-12,0.0001899999999979906
15.66,5.569647775836045,3.3704892072139763e-12,0.00018999999999793
15.67,5.570371743761098,3.4780213164124626e-12,0.00018999999999787218
15.68,5.571094507023358,3.579789172559737e-12,0.0001899999999978174
15.69,5.57181606762792,3.675292276327938e-12,0.00018999999999776596
15.700000000000001,5.572536427576581,3.764016192433584e-12,0.00018999999999771817
15.71,5.573255588867847,3.84543240319583e-12,0.00018999999999767432
15.72,5.573973553496947,3.91899816209491e-12,0.00018999999999763474
15.73,5.574690323455828,3.984156347330403e-12,0.00018999999999759972
15.74,5.575405900733172,4.0403353153796005e-12,0.00018999999999756964
15.75,5.576120287314396,4.086948754555827e-12,0.00018999999999754478
15.76,5.57683348518166,4.123395538566795e-12,0.00018999999999752556
15.77,5.577545496313877,4.149059580072941e-12,0.00018999999999751228
15.780000000000001,5.578256322686714,4.163309684245765e-12,0.00018999999999750534
15.790000000000001,5.5789659662726026,4.165499402326148e-12,0.00018999999999750513
15.8,5.579674429040743,4.154966885182736e-12,0.00018999999999751204
15.81,5.580381712957115,4.131034736870226e-12,0.00018999999999752643
15.82,5.581087819984476,4.0930098681877545e-12,0.00018999999999754874
15.83,5.581792752082378,4.040183350237196e-12,0.0001899999999975794
15.84,5.582496511207166,3.971830267981527e-12,0.0001899999999976188
15.85,5.583199099311989,3.8872095738031485e-12,0.00018999999999766743
15.860000000000001,5.583900518346805,3.7855639410622235e-12,0.00018999999999772573
15.870000000000001,5.584600770258387,3.666119617655074e-12,0.00018999999999779412
15.88,5.585299856990329,3.528086279572421e-12,0.00018999999999787313
15.89,5.585997780483058,3.3706568844577867e-12,0.0001899999999979632
15.9,5.58669454267383,3.193007525165824e-12,0.00018999999999806482
15.91,5.587390145496749,2.9942972833206493e-12,0.00018999999999817855
15.92,5.588084590882763,2.773668082874185e-12,0.00018999999999830483
15.93,5.588777880759678,2.530244543664495e-12,0.00018999999999844426
15.94,5.58947001705216,2.263133834974127e-12,0.00018999999999859732
15.950000000000001,5.590161001681742,1.971425529088394e-12,0.00018999999999876462
15.96,5.590850836566833,1.6541914548539296e-12,0.00018999999999894665
15.97,5.591539523622723,1.3104855512367108e-12,0.00018999999999914403
15.98,5.592227064761589,9.393437208805998e-13,0.00018999999999935735
15.99,5.592913461892503,5.397836836656403e-13,0.00018999999999958717
16.0,5.593598716921438,1.1080483026638618e-13,0.00018999999999983413
16.01,5.594282831751272,-3.486119242898331e-13,0.0001900000000000988
16.02,5.5949658082818,-8.395042870641633e-13,0.0001900000000003819
16.03,5.595647648409734,-1.3629287336488161e-12,0.00019000000000068398
16.04,5.596328354028717,-1.919960654607413e-12,0.00019000000000100577
16.05,5.597007927029322,-2.5116945019181336e-12,0.00019000000000134792
16.06,5.597686369299063,-3.1392439354137924e-12,0.00019000000000171107
16.07,5.5983636827224,-3.803741969225183e-12,0.00019000000000209596
16.080000000000002,5.599039868581971,-4.14849310977771e-12,0.00019000000000229234
16.09,5.599714929015657,-4.329760066857193e-12,0.00019000000000239238
16.1,5.600388866164839,-4.507728923830369e-12,0.00019000000000249048
16.11,5.60106168189893,-4.681879212412458e-12,0.00019000000000258643
16.12,5.601733378084262,-4.85167331527657e-12,0.0001900000000026799
16.13,5.602403956584088,-5.016556263594597e-12,0.00019000000000277058
16.14,5.603073419258591,-5.175955534579161e-12,0.0001900000000028582
16.15,5.603741767964887,-5.329280849024568e-12,0.00019000000000294245
16.16,5.604409004557035,-5.475923968848672e-12,0.00019000000000302298
16.17,5.605075130886041,-5.615258494633967e-12,0.0001900000000030995
16.18,5.605740148799861,-5.746639663169152e-12,0.00019000000000317165
16.19,5.606404060143413,-5.8694041449907234e-12,0.0001900000000032391
16.2,5.6070668667585775,-5.9828698419240505e-12,0.00019000000000330146
16.21,5.607728570484206,-6.0863356846251984e-12,0.00019000000000335835
16.22,5.608389173156127,-6.179081430122016e-12,0.00019000000000340945
16.23,5.609048676607151,-6.26036745935587e-12,0.0001900000000034543
16.240000000000002,5.609707082667078,-6.329434574722822e-12,0.00019000000000349258
16.25,5.610364393162701,-6.385503797615202e-12,0.0001900000000035238
16.26,5.611020609917816,-6.4277761659630604e-12,0.0001900000000035476
16.27,5.611675734753221,-6.4554325317755046e-12,0.00019000000000356354
16.28,5.612329769486732,-6.4676333586821995e-12,0.00019000000000357116
16.29,5.612982715933178,-6.463518519474777e-12,0.00019000000000357004
16.3,5.613634575904416,-6.442207093648268e-12,0.00019000000000355966
16.31,5.614285351209332,-6.402797164942563e-12,0.00019000000000353963
16.32,5.614935043653847,-6.344365618883775e-12,0.0001900000000035094
16.330000000000002,5.615583655040926,-6.265967940325761e-12,0.0001900000000034685
16.34,5.616231187170581,-6.166638010991533e-12,0.00019000000000341644
16.35,5.61687764183988,-6.04538790701457e-12,0.0001900000000033527
16.36,5.617523020842947,-5.901207696480504e-12,0.0001900000000032767
16.37,5.618167325970976,-5.733065236968215e-12,0.00019000000000318797
16.38,5.618810559012231,-5.5399059730916645e-12,0.00019000000000308595
16.39,5.619452721752055,-5.32065273404086e-12,0.00019000000000297005
16.4,5.620093815972874,-5.074205531123833e-12,0.00019000000000283967
16.41,5.620733843454205,-4.799441355307446e-12,0.0001900000000026943
16.42,5.621372805972658,-4.495213974759413e-12,0.0001900000000025333
16.43,5.622010705301949,-4.160353732389529e-12,0.00019000000000235604
16.44,5.622647543212898,-3.793667343390676e-12,0.00019000000000216194
16.45,5.623283321473441,-3.3939376927811373e-12,0.00019000000000195033
16.46,5.623918041848632,-2.9599236329449783e-12,0.00019000000000172059
16.47,5.624551706100653,-2.4903597811746183e-12,0.00019000000000147206
16.48,5.625184315988815,-1.9839563172110212e-12,0.00019000000000120404
16.490000000000002,5.625815873269567,-1.4393987807862736e-12,0.0001900000000009159
16.5,5.626446379696504,-8.55347869164578e-13,0.00019000000000060687
16.51,5.627075837020367,-2.3043923468299113e-13,0.0001900000000002763
16.52,5.6277042469890555,4.3671671770563894e-13,0.00018999999999992344
16.53,5.628331611347628,1.147535032893031e-12,0.00018999999999954755
16.54,5.62895793183831,1.9034564080721353e-12,0.00018999999999914788
16.55,5.629583210200504,2.70594739519772e-12,0.00018999999999872371
16.56,5.630207448170789,3.556500603442792e-12,0.0001899999999982742
16.57,5.630830647482928,4.4566349016594465e-12,0.00018999999999779862
16.580000000000002,5.631452809867878,5.407895620835362e-12,0.00018999999999729612
16.59,5.632073937053792,6.4118547565531905e-12,0.00018999999999676592
16.6,5.632694030223404,6.9658641735044485e-12,0.000189999999996471
16.61,5.63331309130867,7.266131928036745e-12,0.00018999999999630868
16.62,5.633931122294175,7.56038967097799e-12,0.00018999999999614936
16.63,5.634548124894212,7.847800103088968e-12,0.00018999999999599353
16.64,5.635164100820241,8.127499467053118e-12,0.00018999999999584158
16.65,5.635779051780895,8.398597242587283e-12,0.00018999999999569405
16.66,5.6363929794819905,8.660175841554162e-12,0.00018999999999555142
16.67,5.637005885626525,8.911290303073183e-12,0.00018999999999541413
16.68,5.637617771914687,9.150967988632514e-12,0.00018999999999528278
16.69,5.638228640043864,9.37820827720088e-12,0.00018999999999515783
16.7,5.63883849170864,9.59198226033859e-12,0.0001899999999950399
16.71,5.639447328600809,9.79123243730982e-12,0.00018999999999492947
16.72,5.640055152409377,9.974872410193606e-12,0.00018999999999482717
16.73,5.6406619648205645,1.0141786578996075e-11,0.00018999999999473358
16.740000000000002,5.641267767517818,1.029082983676152e-11,0.0001899999999946493
16.75,5.641872562181811,1.0420827264684332e-11,0.000189999999994575
16.76,5.64247635049045,1.0530573827220646e-11,0.00018999999999451126
16.77,5.643079134118882,1.0618834067199723e-11,0.00018999999999445876
16.78,5.643680914739499,1.068434180093582e-11,0.00018999999999441819
16.79,5.64428169402194,1.0725799813339648e-11,0.0001899999999943902
16.8,5.644881473633101,1.0741879553030064e-11,0.00018999999999437555
16.81,5.645480255237142,1.0731220827445673e-11,0.00018999999999437493
16.82,5.646078040495484,1.0692431497956436e-11,0.00018999999999438907
16.830000000000002,5.6466748310668216,1.0624087174975316e-11,0.00018999999999441875
16.84,5.647270628607126,1.0524730913069926e-11,0.00018999999999446475
16.85,5.647865434769654,1.039287290607399e-11,0.00018999999999452785
16.86,5.648459251204946,1.0226990182199261e-11,0.00018999999999460884
16.87,5.649052079560837,1.0025526299146743e-11,0.0001899999999947086
16.88,5.649643921482462,9.786891039218796e-12,0.0001899999999948279
16.89,5.650234778612259,9.509460104430172e-12,0.00018999999999496766
16.9,5.650824652589976,9.191574811620327e-12,0.00018999999999512877
16.91,5.651413545052675,8.83154178756424e-12,0.0001899999999953121
16.92,5.652001457634739,8.427632664084797e-12,0.00018999999999551857
16.93,5.6525883919678765,7.978083773164141e-12,0.00018999999999574915
16.94,5.6531743496811275,7.48109584205473e-12,0.00018999999999600475
16.95,5.6537593324008695,6.93483368839214e-12,0.00018999999999628637
16.96,5.6543433417508195,6.3374259153052466e-12,0.00018999999999659502
16.97,5.654926379352044,5.686964606529419e-12,0.00018999999999693172
16.98,5.655508446822962,4.98150502151643e-12,0.00018999999999729745
16.990000000000002,5.65608954577935,4.2190652905476515e-12,0.00018999999999769332
17.0,5.6566696778343495,3.397626109845062e-12,0.00018999999999812036
17.01,5.6572488445984686,2.515130436681917e-12,0.0001899999999985797
17.02,5.657827047679593,1.5694831844964556e-12,0.00018999999999907245
17.03,5.658404288682987,5.585509180010088e-13,0.00018999999999959975
17.04,5.658980569211299,-5.198384517036874e-13,0.00019000000000016272
17.05,5.65955589086457,-1.6678959720197429e-12,0.00019000000000076256
17.06,5.660130255240235,-2.8878719537374316e-12,0.00019000000000140047
17.07,5.660703663933134,-4.182056275926839e-12,0.00019000000000207767
17.080000000000002,5.661276118535511,-5.552778690823265e-12,0.00019000000000279538
17.09,5.661847620637023,-7.002409128716785e-12,0.0001900000000035549
